Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Start,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,Start
case_1,Turning & Milling Q.C.,2012-01-11 23:24:41.428571+00:00,2012-01-12 13:22:26.428571+00:00,ID4618
case_1,Turning & Milling Q.C.,2012-01-12 16:00:55.571428+00:00,2012-01-12 16:58:40.571428+00:00,ID4287
case_1,Turning & Milling Q.C.,2012-01-13 13:23:21.999999+00:00,2012-01-13 15:21:06.999999+00:00,ID4618
case_1,Turning & Milling,2012-01-13 19:09:27.869564+00:00,2012-01-13 20:24:31.869564+00:00,ID4219
case_1,Turning & Milling,2012-01-13 20:24:31.869564+00:00,2012-01-15 23:15:35.869564+00:00,ID4429
case_1,Turning & Milling,2012-01-16 03:37:15.869564+00:00,2012-01-16 05:52:19.869564+00:00,ID4641
case_1,Packing,2012-01-17 07:12:37.012421+00:00,2012-01-17 08:12:37.012421+00:00,ID4820
case_1,End,2012-01-17 08:12:37.012421+00:00,2012-01-17 08:12:37.012421+00:00,End
case_1,Round Grinding,2012-01-17 20:57:17.012421+00:00,2012-01-18 13:06:01.074921+00:00,ID4385
case_1,Round Grinding,2012-01-18 23:02:06.699921+00:00,2012-01-19 01:10:50.762421+00:00,ID4528
case_1,Round Grinding,2012-01-20 00:06:56.387421+00:00,2012-01-20 01:15:40.449921+00:00,ID4528
case_1,Round Grinding,2012-01-22 13:11:46.074921+00:00,2012-01-22 15:20:30.137421+00:00,ID4528
case_1,Round Grinding,2012-01-23 03:10:19.228330+00:00,2012-01-23 07:19:03.290830+00:00,ID4445
case_1,Final Inspection Q.C.,2012-01-23 08:29:20.937889+00:00,2012-01-23 20:56:47.779994+00:00,ID4163
case_2,Start,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,Start
case_2,End,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,End
case_2,Turning & Milling,2012-01-13 03:10:03.090909+00:00,2012-01-13 05:25:42.535353+00:00,ID4445
case_2,Packing,2012-01-13 05:25:42.535353+00:00,2012-01-13 08:00:42.535353+00:00,ID4491
case_2,Lapping,2012-01-15 21:33:09.992980+00:00,2012-01-15 23:40:32.850123+00:00,ID0998
case_2,Lapping,2012-01-16 15:13:00.307750+00:00,2012-01-16 16:20:23.164893+00:00,ID0998
case_2,Lapping,2012-01-16 18:52:50.622520+00:00,2012-01-16 20:00:13.479663+00:00,ID0998
case_2,Turning & Milling Q.C.,2012-01-17 07:44:21.661481+00:00,2012-01-17 08:42:58.844580+00:00,ID4618
case_2,Laser Marking,2012-01-17 17:33:26.302207+00:00,2012-01-17 18:25:13.670628+00:00,ID0998
case_2,Final Inspection Q.C.,2012-01-17 20:10:31.317687+00:00,2012-01-17 21:37:31.317687+00:00,ID4163
case_3,Start,2012-01-12 18:15:18.918033+00:00,2012-01-12 18:15:18.918033+00:00,Start
case_3,Packing,2012-01-13 07:18:33.918033+00:00,2012-01-13 08:18:33.918033+00:00,ID4820
case_3,End,2012-01-13 08:18:33.918033+00:00,2012-01-13 08:18:33.918033+00:00,End
case_3,Final Inspection Q.C.,2012-01-15 14:52:40.976857+00:00,2012-01-15 18:17:57.721043+00:00,ID4493
case_4,Start,2012-01-13 14:23:43.111581+00:00,2012-01-13 14:23:43.111581+00:00,Start
case_4,Laser Marking,2012-01-15 21:33:10.569208+00:00,2012-01-15 23:24:57.937629+00:00,ID0998
case_4,Flat Grinding,2012-01-16 01:57:25.395256+00:00,2012-01-16 16:09:01.395256+00:00,ID0998
case_4,Flat Grinding,2012-01-16 18:41:28.852883+00:00,2012-01-16 19:53:04.852883+00:00,ID0998
case_4,Flat Grinding,2012-01-16 23:25:32.310510+00:00,2012-01-17 00:37:08.310510+00:00,ID0998
case_4,Final Inspection Q.C.,2012-01-17 15:49:08.310510+00:00,2012-01-17 18:13:06.946874+00:00,ID4287
case_4,Packing,2012-01-18 07:18:21.946874+00:00,2012-01-18 08:18:21.946874+00:00,ID4820
case_4,Final Inspection Q.C.,2012-01-18 14:59:57.946874+00:00,2012-01-18 16:23:56.583238+00:00,ID4618
case_4,End,2012-01-18 16:23:56.583238+00:00,2012-01-18 16:23:56.583238+00:00,End
case_5,Start,2012-01-15 16:31:06.549081+00:00,2012-01-15 16:31:06.549081+00:00,Start
case_5,Turning & Milling Q.C.,2012-01-15 21:14:06.549081+00:00,2012-01-15 22:12:53.576108+00:00,ID4618
case_5,Round Grinding,2012-01-16 13:59:19.076108+00:00,2012-01-16 17:08:39.876108+00:00,ID4528
case_5,Flat Grinding,2012-01-16 19:41:07.333735+00:00,2012-01-16 21:52:43.333735+00:00,ID0998
case_5,Round Grinding,2012-01-17 00:59:08.833735+00:00,2012-01-17 03:08:29.633735+00:00,ID4528
case_5,Turning & Milling Q.C.,2012-01-17 15:55:12.889549+00:00,2012-01-17 17:53:59.916576+00:00,ID4287
case_5,Final Inspection Q.C.,2012-01-17 23:43:59.916576+00:00,2012-01-18 08:10:22.895299+00:00,ID4618
case_5,Packing,2012-01-18 08:10:22.895299+00:00,2012-01-20 08:00:22.895299+00:00,ID4491
case_5,End,2012-01-20 08:00:22.895299+00:00,2012-01-20 08:00:22.895299+00:00,End
case_5,Final Inspection Q.C.,2012-01-22 15:55:06.151113+00:00,2012-01-22 18:21:29.129836+00:00,ID4287
case_5,Laser Marking,2012-01-22 21:32:56.587463+00:00,2012-01-22 23:24:43.955884+00:00,ID0998
case_6,Start,2012-01-15 17:39:38.856773+00:00,2012-01-15 17:39:38.856773+00:00,Start
case_6,Packing,2012-01-17 07:23:45.915597+00:00,2012-01-17 08:23:45.915597+00:00,ID4820
case_6,End,2012-01-17 08:23:45.915597+00:00,2012-01-17 08:23:45.915597+00:00,End
case_6,Final Inspection Q.C.,2012-01-17 15:10:55.389281+00:00,2012-01-17 16:33:44.480190+00:00,ID4163
case_7,Start,2012-01-15 21:50:38.856773+00:00,2012-01-15 21:50:38.856773+00:00,Start
