Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Start,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,Start
case_1,End,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,End
case_1,Packing,2012-01-11 17:00:00+00:00,2012-01-13 08:00:00+00:00,ID4491
case_1,Turning & Milling Q.C.,2012-01-15 16:00:29.142857+00:00,2012-01-15 16:58:14.142857+00:00,ID4287
case_1,Turning & Milling,2012-01-16 16:48:35.012422+00:00,2012-01-16 23:03:39.012422+00:00,ID4219
case_1,Turning & Milling Q.C.,2012-01-17 13:25:20.440993+00:00,2012-01-17 14:23:05.440993+00:00,ID4618
case_1,Round Grinding,2012-01-17 23:32:23.902531+00:00,2012-01-18 00:41:07.965031+00:00,ID4355
case_1,Round Grinding,2012-01-18 03:09:57.055940+00:00,2012-01-18 07:18:41.118440+00:00,ID4445
case_1,Round Grinding,2012-01-22 23:04:08.391167+00:00,2012-01-23 00:12:52.453667+00:00,ID4872
case_1,Lapping,2012-01-23 15:19:44.675889+00:00,2012-01-23 16:27:07.533032+00:00,ID0998
case_1,Final Inspection Q.C.,2012-01-23 21:10:25.180091+00:00,2012-01-23 23:37:52.022196+00:00,ID4163
case_1,Final Inspection Q.C.,2012-01-24 17:01:21.165053+00:00,2012-01-24 18:28:48.007158+00:00,ID4287
case_2,Start,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,Start
case_2,End,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,End
case_2,Turning & Milling Q.C.,2012-01-12 15:49:27.170732+00:00,2012-01-12 16:48:04.353831+00:00,ID4287
case_2,Turning & Milling Q.C.,2012-01-13 13:32:12.535649+00:00,2012-01-13 15:30:49.718748+00:00,ID4618
case_2,Flat Grinding,2012-01-15 23:48:58.949517+00:00,2012-01-16 01:00:34.949517+00:00,ID4872
case_2,Laser Marking,2012-01-16 08:47:00.663803+00:00,2012-01-16 14:38:48.032224+00:00,ID4882
case_2,Final Inspection Q.C.,2012-01-16 16:28:01.202956+00:00,2012-01-16 17:55:01.202956+00:00,ID4287
case_2,Final Inspection Q.C.,2012-01-16 20:54:27.452956+00:00,2012-01-17 08:21:27.452956+00:00,ID4493
case_2,Packing,2012-01-17 08:21:27.452956+00:00,2012-01-20 08:00:27.452956+00:00,ID4491
case_3,Start,2012-01-12 18:15:18.918033+00:00,2012-01-12 18:15:18.918033+00:00,Start
case_3,Milling,2012-01-12 23:51:12.251366+00:00,2012-01-13 14:44:42.251366+00:00,ID4326
case_3,Milling,2012-01-13 20:35:35.584699+00:00,2012-01-15 13:29:05.584699+00:00,ID4326
case_3,Final Inspection Q.C.,2012-01-15 14:52:12.643523+00:00,2012-01-15 18:17:29.387709+00:00,ID4493
case_3,Milling,2012-01-16 00:51:22.721042+00:00,2012-01-16 14:44:52.721042+00:00,ID4326
case_3,Milling,2012-01-16 23:35:46.054375+00:00,2012-01-17 14:29:16.054375+00:00,ID4326
case_3,Milling,2012-01-17 23:20:09.387708+00:00,2012-01-18 21:13:39.387708+00:00,ID4326
case_3,Laser Marking,2012-01-18 22:30:39.387708+00:00,2012-01-19 02:22:26.756129+00:00,ID4355
case_3,Final Inspection Q.C.,2012-01-19 19:10:44.403188+00:00,2012-01-23 07:36:01.147374+00:00,ID4163
case_3,Final Inspection Q.C.,2012-01-23 16:41:37.147374+00:00,2012-01-23 18:06:53.891560+00:00,ID4618
case_3,Final Inspection Q.C.,2012-01-23 21:48:29.891560+00:00,2012-01-24 07:13:46.635746+00:00,ID4618
case_3,Final Inspection Q.C.,2012-01-24 15:49:46.635746+00:00,2012-01-24 18:15:03.379932+00:00,ID4287
case_3,Final Inspection Q.C.,2012-01-24 20:10:21.026991+00:00,2012-01-24 21:35:37.771177+00:00,ID4163
case_3,Final Inspection Q.C.,2012-01-25 14:49:37.771177+00:00,2012-01-25 16:14:54.515363+00:00,ID4287
case_3,Packing,2012-01-26 07:19:09.515363+00:00,2012-01-26 08:19:09.515363+00:00,ID4820
case_3,End,2012-01-26 08:19:09.515363+00:00,2012-01-26 08:19:09.515363+00:00,End
case_4,Start,2012-01-13 14:23:43.111581+00:00,2012-01-13 14:23:43.111581+00:00,Start
case_4,Turning & Milling,2012-01-15 16:01:38.111581+00:00,2012-01-15 17:18:08.657036+00:00,ID3846
case_4,Turning & Milling,2012-01-17 14:08:08.657036+00:00,2012-01-17 15:24:39.202491+00:00,ID4167
case_4,Turning & Milling,2012-01-17 17:49:00.072056+00:00,2012-01-18 00:05:30.617511+00:00,ID4219
case_4,Laser Marking,2012-01-18 15:37:58.075138+00:00,2012-01-18 16:29:45.443559+00:00,ID0998
case_4,Flat Grinding,2012-01-19 01:29:53.443559+00:00,2012-01-19 05:41:29.443559+00:00,ID4872
case_4,Flat Grinding,2012-01-19 18:32:56.901186+00:00,2012-01-19 19:44:32.901186+00:00,ID0998
case_4,Flat Grinding,2012-01-22 19:17:00.358813+00:00,2012-01-22 20:28:36.358813+00:00,ID0998
case_4,Final Inspection Q.C.,2012-01-22 23:42:12.358813+00:00,2012-01-23 14:06:10.995177+00:00,ID4618
case_4,Packing,2012-01-23 14:06:10.995177+00:00,2012-01-27 08:00:10.995177+00:00,ID4491
case_4,End,2012-01-27 08:00:10.995177+00:00,2012-01-27 08:00:10.995177+00:00,End
case_5,Start,2012-01-15 16:31:06.549081+00:00,2012-01-15 16:31:06.549081+00:00,Start
case_5,Turning & Milling,2012-01-18 01:03:06.549081+00:00,2012-01-18 06:20:34.116649+00:00,ID4718
case_5,Packing,2012-01-18 07:18:49.116649+00:00,2012-01-18 08:18:49.116649+00:00,ID4820
case_5,Final Inspection Q.C.,2012-01-18 14:03:28.116649+00:00,2012-01-18 19:29:51.095372+00:00,ID4493
case_5,Turning & Milling,2012-01-18 22:37:31.095372+00:00,2012-01-22 10:54:58.662940+00:00,ID4641
case_5,Final Inspection Q.C.,2012-01-22 15:55:41.918754+00:00,2012-01-22 18:22:04.897477+00:00,ID4287
case_5,Turning & Milling,2012-01-23 14:12:04.897477+00:00,2012-01-23 21:29:32.465045+00:00,ID4529
case_5,End,2012-01-23 21:29:32.465045+00:00,2012-01-23 21:29:32.465045+00:00,End
case_5,Laser Marking,2012-01-24 07:46:58.179331+00:00,2012-01-24 08:38:45.547752+00:00,ID4882
case_6,Start,2012-01-15 17:39:38.856773+00:00,2012-01-15 17:39:38.856773+00:00,Start
case_6,Round Grinding,2012-01-17 06:20:27.606773+00:00,2012-01-17 14:29:37.236403+00:00,ID4872
case_6,Round Grinding,2012-01-17 16:55:09.963676+00:00,2012-01-17 23:04:19.593306+00:00,ID4528
case_6,Flat Grinding,2012-01-18 15:30:14.593306+00:00,2012-01-18 16:41:50.593306+00:00,ID0998
case_6,Round Grinding,2012-01-18 19:45:29.593306+00:00,2012-01-19 14:54:39.222936+00:00,ID4493
case_6,Packing,2012-01-20 07:23:46.281760+00:00,2012-01-20 08:23:46.281760+00:00,ID4820
case_6,End,2012-01-20 08:23:46.281760+00:00,2012-01-20 08:23:46.281760+00:00,End
case_6,Final Inspection Q.C.,2012-01-20 14:54:24.579632+00:00,2012-01-20 19:17:13.670541+00:00,ID4287
case_7,Start,2012-01-15 21:50:38.856773+00:00,2012-01-15 21:50:38.856773+00:00,Start
case_7,Turning & Milling,2012-01-16 14:14:23.856773+00:00,2012-01-16 21:30:37.241388+00:00,ID4529
case_7,Turning & Milling,2012-01-16 23:34:59.741388+00:00,2012-01-17 03:51:13.126003+00:00,ID4641
case_7,Turning & Milling Q.C.,2012-01-17 07:44:52.126003+00:00,2012-01-17 08:48:41.493092+00:00,ID4493
case_7,Turning & Milling,2012-01-17 13:35:03.993092+00:00,2012-01-17 18:51:17.377707+00:00,ID4641
case_7,Laser Marking,2012-01-17 22:21:12.377707+00:00,2012-01-18 00:13:12.377707+00:00,ID0998
case_7,Flat Grinding,2012-01-18 15:43:07.377707+00:00,2012-01-18 16:54:43.377707+00:00,ID0998
case_7,Flat Grinding,2012-01-18 19:24:38.377707+00:00,2012-01-18 22:36:14.377707+00:00,ID0998
case_7,Lapping,2012-01-19 17:06:09.377707+00:00,2012-01-19 18:13:40.741343+00:00,ID0998
case_7,Flat Grinding,2012-01-19 21:43:35.741343+00:00,2012-01-19 22:55:11.741343+00:00,ID0998
case_7,Lapping,2012-01-22 14:42:57.258584+00:00,2012-01-22 21:50:28.622220+00:00,ID4882
