Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Start,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,Start
case_1,End,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,End
case_1,Packing,2012-01-12 07:12:17.142857+00:00,2012-01-12 08:12:17.142857+00:00,ID4820
case_1,Turning & Milling,2012-01-12 18:09:10.476190+00:00,2012-01-17 14:24:14.476190+00:00,ID4167
case_1,Turning & Milling,2012-01-17 18:36:54.476190+00:00,2012-01-17 21:51:58.476190+00:00,ID4641
case_1,Turning & Milling,2012-01-17 23:12:58.476190+00:00,2012-01-18 15:28:02.476190+00:00,ID4529
case_1,Turning & Milling,2012-01-18 15:28:02.476190+00:00,2012-01-22 23:15:06.476190+00:00,ID4429
case_1,Turning & Milling Q.C.,2012-01-23 16:00:35.619047+00:00,2012-01-23 16:58:20.619047+00:00,ID4287
case_1,Turning & Milling,2012-01-23 16:58:20.619047+00:00,2012-01-24 00:15:24.619047+00:00,ID4429
case_1,Turning & Milling,2012-01-24 13:48:45.488612+00:00,2012-01-24 18:03:49.488612+00:00,ID4219
case_1,Turning & Milling,2012-01-24 23:12:49.488612+00:00,2012-01-25 15:27:53.488612+00:00,ID4529
case_1,Turning & Milling,2012-01-26 03:07:26.215885+00:00,2012-01-26 13:22:30.215885+00:00,ID4794
case_1,Turning & Milling Q.C.,2012-01-29 14:54:56.465885+00:00,2012-01-29 17:52:41.465885+00:00,ID4493
case_1,Turning & Milling Q.C.,2012-01-29 22:17:22.894456+00:00,2012-01-29 23:15:07.894456+00:00,ID4618
case_1,Turning & Milling Q.C.,2012-01-30 16:00:37.037313+00:00,2012-01-30 16:58:22.037313+00:00,ID4287
case_1,Final Inspection Q.C.,2012-01-30 21:10:39.684372+00:00,2012-01-30 23:38:06.526477+00:00,ID4163
case_1,Final Inspection Q.C.,2012-01-31 13:24:47.955048+00:00,2012-01-31 14:52:14.797153+00:00,ID4618
case_2,Start,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,Start
case_2,Packing,2012-01-12 07:19:31.142857+00:00,2012-01-12 08:19:31.142857+00:00,ID4820
case_2,End,2012-01-12 08:19:31.142857+00:00,2012-01-12 08:19:31.142857+00:00,End
case_2,Turning & Milling Q.C.,2012-01-12 15:44:39.324675+00:00,2012-01-12 16:43:16.507774+00:00,ID4618
case_2,Turning & Milling,2012-01-16 14:05:46.507774+00:00,2012-01-16 22:21:25.952218+00:00,ID4132
case_2,Laser Marking,2012-01-17 07:46:51.666504+00:00,2012-01-17 08:38:39.034925+00:00,ID4882
case_2,Final Inspection Q.C.,2012-01-17 15:49:52.205657+00:00,2012-01-17 18:16:52.205657+00:00,ID4287
case_3,Start,2012-01-12 18:15:18.918033+00:00,2012-01-12 18:15:18.918033+00:00,Start
case_3,Round Grinding,2012-01-15 14:04:18.918033+00:00,2012-01-15 15:13:39.718033+00:00,ID4287
case_3,Round Grinding,2012-01-15 17:12:05.218033+00:00,2012-01-16 00:21:26.018033+00:00,ID4528
case_3,Turning & Milling Q.C.,2012-01-16 14:52:33.076857+00:00,2012-01-16 20:51:20.103884+00:00,ID4493
case_3,Round Grinding,2012-01-17 00:58:45.603884+00:00,2012-01-17 03:08:06.403884+00:00,ID4528
case_3,Round Grinding,2012-01-17 20:52:36.403884+00:00,2012-01-18 13:01:57.203884+00:00,ID4385
case_3,Final Inspection Q.C.,2012-01-18 14:53:04.262708+00:00,2012-01-19 14:18:21.006894+00:00,ID4493
case_3,Packing,2012-01-20 07:18:36.006894+00:00,2012-01-20 08:18:36.006894+00:00,ID4820
case_3,End,2012-01-20 08:18:36.006894+00:00,2012-01-20 08:18:36.006894+00:00,End
case_4,Start,2012-01-13 14:23:43.111581+00:00,2012-01-13 14:23:43.111581+00:00,Start
case_4,Packing,2012-01-17 07:18:58.111581+00:00,2012-01-17 08:18:58.111581+00:00,ID4820
case_4,End,2012-01-17 08:18:58.111581+00:00,2012-01-17 08:18:58.111581+00:00,End
case_5,Start,2012-01-15 16:31:06.549081+00:00,2012-01-15 16:31:06.549081+00:00,Start
case_5,Milling,2012-01-15 16:31:06.549081+00:00,2012-01-16 07:53:36.549081+00:00,ID0937
case_5,Lapping,2012-01-16 17:33:04.006708+00:00,2012-01-16 18:40:26.863851+00:00,ID0998
case_5,Turning & Milling Q.C.,2012-01-16 22:23:26.863851+00:00,2012-01-17 07:22:13.890878+00:00,ID4618
case_5,Lapping,2012-01-17 15:58:39.390878+00:00,2012-01-17 22:06:02.248021+00:00,ID4528
case_5,Turning & Milling Q.C.,2012-01-18 07:49:02.248021+00:00,2012-01-18 08:47:49.275048+00:00,ID4618
case_5,Round Grinding,2012-01-18 18:59:14.775048+00:00,2012-01-18 21:08:35.575048+00:00,ID4528
case_5,Final Inspection Q.C.,2012-01-19 14:45:14.575048+00:00,2012-01-19 16:11:37.553771+00:00,ID4493
case_5,Round Grinding,2012-01-24 06:29:45.553771+00:00,2012-01-24 14:39:06.353771+00:00,ID4872
case_5,Packing,2012-01-25 07:18:21.353771+00:00,2012-01-25 08:18:21.353771+00:00,ID4820
case_5,Round Grinding,2012-01-25 22:30:21.353771+00:00,2012-01-26 02:39:42.153771+00:00,ID4355
case_5,End,2012-01-26 02:39:42.153771+00:00,2012-01-26 02:39:42.153771+00:00,End
case_5,Round Grinding,2012-01-26 03:09:42.153771+00:00,2012-01-26 13:19:02.953771+00:00,ID4445
case_5,Final Inspection Q.C.,2012-01-26 15:54:46.209585+00:00,2012-01-26 17:21:09.188308+00:00,ID4287
case_5,Round Grinding,2012-01-29 22:30:09.188308+00:00,2012-01-30 01:39:29.988308+00:00,ID4355
case_5,Round Grinding,2012-01-30 02:09:29.988308+00:00,2012-01-30 03:18:50.788308+00:00,ID4355
case_5,Round Grinding,2012-01-30 22:53:20.788308+00:00,2012-01-31 20:02:41.588308+00:00,ID4385
case_5,Round Grinding,2012-01-31 23:59:07.088308+00:00,2012-02-01 13:08:27.888308+00:00,ID4528
case_6,Start,2012-01-15 17:39:38.856773+00:00,2012-01-15 17:39:38.856773+00:00,Start
case_6,Round Grinding,2012-01-16 13:34:11.584046+00:00,2012-01-16 16:43:21.213676+00:00,ID4528
case_6,Turning & Milling Q.C.,2012-01-16 18:36:59.511548+00:00,2012-01-17 14:40:40.280779+00:00,ID4287
case_6,Lapping,2012-01-17 17:30:35.280779+00:00,2012-01-17 18:38:06.644415+00:00,ID0998
case_6,Laser Marking,2012-01-17 22:08:01.644415+00:00,2012-01-17 23:00:01.644415+00:00,ID0998
case_6,Flat Grinding,2012-01-18 15:29:56.644415+00:00,2012-01-18 16:41:32.644415+00:00,ID0998
case_6,Lapping,2012-01-18 19:11:27.644415+00:00,2012-01-18 22:18:59.008051+00:00,ID0998
case_6,Packing,2012-01-19 07:24:06.066875+00:00,2012-01-19 08:24:06.066875+00:00,ID4820
case_6,End,2012-01-19 08:24:06.066875+00:00,2012-01-19 08:24:06.066875+00:00,End
case_6,Final Inspection Q.C.,2012-01-19 20:42:01.451490+00:00,2012-01-20 13:04:50.542399+00:00,ID4618
case_7,Start,2012-01-15 21:50:38.856773+00:00,2012-01-15 21:50:38.856773+00:00,Start
case_7,Final Inspection Q.C.,2012-01-16 14:41:46.203712+00:00,2012-01-16 16:00:07.843056+00:00,ID4287
case_7,Final Inspection Q.C.,2012-01-17 15:06:15.843056+00:00,2012-01-17 16:24:37.482400+00:00,ID4618
case_7,Packing,2012-01-18 07:27:13.037956+00:00,2012-01-18 08:27:13.037956+00:00,ID4820
case_7,End,2012-01-18 08:27:13.037956+00:00,2012-01-18 08:27:13.037956+00:00,End
case_7,Round Grinding,2012-01-18 18:49:49.559695+00:00,2012-01-18 19:58:34.378972+00:00,ID4528
case_7,Final Inspection Q.C.,2012-01-18 21:49:41.725911+00:00,2012-01-18 23:08:03.365255+00:00,ID4287
case_8,Start,2012-01-16 07:00:53.856773+00:00,2012-01-16 07:00:53.856773+00:00,Start
case_8,Turning & Milling Q.C.,2012-01-16 22:36:59.074164+00:00,2012-01-17 07:46:40.453474+00:00,ID4618
case_8,Final Inspection Q.C.,2012-01-17 23:22:45.670865+00:00,2012-01-18 07:37:53.978557+00:00,ID4618
case_8,Turning & Milling Q.C.,2012-01-18 19:13:59.195948+00:00,2012-01-18 20:23:40.575258+00:00,ID4618
case_8,Final Inspection Q.C.,2012-01-19 18:59:45.792649+00:00,2012-01-19 20:14:54.100341+00:00,ID4618
