Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Start,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,Start
case_1,End,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,End
case_1,Packing,2012-01-12 07:12:17.142857+00:00,2012-01-12 08:12:17.142857+00:00,ID4820
case_1,Turning & Milling,2012-01-12 15:14:54.065934+00:00,2012-01-12 17:29:58.065934+00:00,ID0997
case_1,Turning & Milling,2012-01-12 17:29:58.065934+00:00,2012-01-15 23:16:02.065934+00:00,ID4429
case_1,Turning & Milling Q.C.,2012-01-16 14:54:28.315934+00:00,2012-01-16 20:52:13.315934+00:00,ID4493
case_1,Turning & Milling,2012-01-16 23:48:34.185499+00:00,2012-01-17 17:03:38.185499+00:00,ID4219
case_1,Laser Marking,2012-01-17 20:10:30.407721+00:00,2012-01-17 20:56:22.407721+00:00,ID0998
case_1,Final Inspection Q.C.,2012-01-18 07:21:03.836292+00:00,2012-01-18 08:48:30.678397+00:00,ID4618
case_2,Start,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,Start
case_2,Packing,2012-01-12 07:19:31.142857+00:00,2012-01-12 08:19:31.142857+00:00,ID4820
case_2,Turning & Milling Q.C.,2012-01-12 19:10:48.789916+00:00,2012-01-16 07:09:25.973015+00:00,ID4163
case_2,End,2012-01-16 07:09:25.973015+00:00,2012-01-16 07:09:25.973015+00:00,End
case_2,Turning & Milling,2012-01-16 08:06:58.700288+00:00,2012-01-16 14:22:38.144732+00:00,ID4794
case_2,Laser Marking,2012-01-16 17:33:05.602359+00:00,2012-01-16 18:24:52.970780+00:00,ID0998
case_2,Final Inspection Q.C.,2012-01-16 21:11:10.617839+00:00,2012-01-16 23:38:10.617839+00:00,ID4163
case_3,Start,2012-01-12 18:15:18.918033+00:00,2012-01-12 18:15:18.918033+00:00,Start
case_3,Milling,2012-01-12 23:51:12.251366+00:00,2012-01-13 14:44:42.251366+00:00,ID4326
case_3,Milling,2012-01-13 20:35:35.584699+00:00,2012-01-15 13:29:05.584699+00:00,ID4326
case_3,Final Inspection Q.C.,2012-01-16 08:10:23.231758+00:00,2012-01-16 20:35:39.975944+00:00,ID4163
case_3,Milling,2012-01-16 20:35:39.975944+00:00,2012-01-23 07:54:09.975944+00:00,ID0937
case_3,Milling,2012-01-23 14:51:03.309277+00:00,2012-01-23 23:44:33.309277+00:00,ID4326
case_3,Milling,2012-01-24 14:35:26.642610+00:00,2012-01-24 23:28:56.642610+00:00,ID4326
case_3,Laser Marking,2012-01-25 15:33:24.100237+00:00,2012-01-25 16:25:11.468658+00:00,ID0998
case_3,Final Inspection Q.C.,2012-01-25 18:14:11.468658+00:00,2012-01-25 19:39:28.212844+00:00,ID4287
case_3,Final Inspection Q.C.,2012-01-25 21:28:28.212844+00:00,2012-01-25 22:53:44.957030+00:00,ID4287
case_3,Final Inspection Q.C.,2012-01-26 19:11:02.604089+00:00,2012-01-30 07:36:19.348275+00:00,ID4163
case_3,Final Inspection Q.C.,2012-01-30 08:46:36.995334+00:00,2012-01-30 21:11:53.739520+00:00,ID4163
case_3,Final Inspection Q.C.,2012-01-31 15:49:53.739520+00:00,2012-01-31 18:15:10.483706+00:00,ID4287
case_3,Final Inspection Q.C.,2012-01-31 20:04:10.483706+00:00,2012-01-31 22:29:27.227892+00:00,ID4287
case_3,Packing,2012-01-31 22:29:27.227892+00:00,2012-02-03 08:00:27.227892+00:00,ID4491
case_3,End,2012-02-03 08:00:27.227892+00:00,2012-02-03 08:00:27.227892+00:00,End
case_4,Start,2012-01-13 14:23:43.111581+00:00,2012-01-13 14:23:43.111581+00:00,Start
case_4,Laser Marking,2012-01-15 21:33:10.569208+00:00,2012-01-15 23:24:57.937629+00:00,ID0998
case_4,Flat Grinding,2012-01-16 01:57:25.395256+00:00,2012-01-16 16:09:01.395256+00:00,ID0998
case_4,Flat Grinding,2012-01-16 18:41:28.852883+00:00,2012-01-16 19:53:04.852883+00:00,ID0998
case_4,Flat Grinding,2012-01-16 19:53:04.852883+00:00,2012-01-20 18:11:40.852883+00:00,ID3716
case_4,Final Inspection Q.C.,2012-01-22 15:49:40.852883+00:00,2012-01-22 18:13:39.489247+00:00,ID4287
case_4,Packing,2012-01-24 07:18:54.489247+00:00,2012-01-24 08:18:54.489247+00:00,ID4820
case_4,End,2012-01-24 08:18:54.489247+00:00,2012-01-24 08:18:54.489247+00:00,End
case_5,Start,2012-01-15 16:31:06.549081+00:00,2012-01-15 16:31:06.549081+00:00,Start
case_5,Laser Marking,2012-01-16 00:46:32.263367+00:00,2012-01-16 07:38:19.631788+00:00,ID4882
case_5,Flat Grinding,2012-01-16 14:24:45.346074+00:00,2012-01-16 16:36:21.346074+00:00,ID4882
case_5,Flat Grinding,2012-01-16 20:22:47.060360+00:00,2012-01-16 23:34:23.060360+00:00,ID4882
case_5,Flat Grinding,2012-01-17 16:06:50.517987+00:00,2012-01-17 17:18:26.517987+00:00,ID0998
case_5,Final Inspection Q.C.,2012-01-17 23:43:26.517987+00:00,2012-01-18 08:09:49.496710+00:00,ID4618
case_5,Packing,2012-01-18 08:28:04.496710+00:00,2012-01-19 07:28:04.496710+00:00,ID4820
case_5,End,2012-01-19 07:28:04.496710+00:00,2012-01-19 07:28:04.496710+00:00,End
case_6,Start,2012-01-15 17:39:38.856773+00:00,2012-01-15 17:39:38.856773+00:00,Start
case_6,Packing,2012-01-15 17:39:38.856773+00:00,2012-01-16 08:00:38.856773+00:00,ID4491
case_6,End,2012-01-16 08:00:38.856773+00:00,2012-01-16 08:00:38.856773+00:00,End
case_7,Start,2012-01-15 21:50:38.856773+00:00,2012-01-15 21:50:38.856773+00:00,Start
case_7,Turning & Milling,2012-01-16 13:18:18.856773+00:00,2012-01-16 18:34:32.241388+00:00,ID4932
case_7,Turning & Milling,2012-01-16 21:14:17.241388+00:00,2012-01-16 23:30:30.626003+00:00,ID4529
case_7,Turning & Milling,2012-01-17 01:01:36.251003+00:00,2012-01-17 15:17:49.635618+00:00,ID0997
case_7,Round Grinding,2012-01-18 03:09:08.097156+00:00,2012-01-18 07:17:52.916433+00:00,ID4445
case_7,Round Grinding,2012-01-18 18:50:29.438172+00:00,2012-01-18 19:59:14.257449+00:00,ID4528
case_7,Round Grinding,2012-01-18 22:48:50.779188+00:00,2012-01-18 23:57:35.598465+00:00,ID4528
case_7,Flat Grinding,2012-01-19 17:30:30.598465+00:00,2012-01-19 18:42:06.598465+00:00,ID0998
case_7,Packing,2012-01-19 18:42:06.598465+00:00,2012-01-20 08:00:06.598465+00:00,ID4491
case_7,End,2012-01-20 08:00:06.598465+00:00,2012-01-20 08:00:06.598465+00:00,End
case_8,Start,2012-01-16 07:00:53.856773+00:00,2012-01-16 07:00:53.856773+00:00,Start
case_8,Round Grinding,2012-01-16 17:28:46.356773+00:00,2012-01-16 18:37:17.368009+00:00,ID4355
case_8,Round Grinding,2012-01-16 23:49:53.889748+00:00,2012-01-17 00:58:24.900984+00:00,ID4528
case_8,Turning & Milling Q.C.,2012-01-17 22:36:30.118375+00:00,2012-01-17 23:46:11.497685+00:00,ID4618
case_8,Flat Grinding,2012-01-18 15:27:39.038669+00:00,2012-01-18 16:39:15.038669+00:00,ID0998
case_8,Turning & Milling Q.C.,2012-01-18 18:31:24.638669+00:00,2012-01-18 19:41:06.017979+00:00,ID4287
case_8,Round Grinding,2012-01-19 01:19:58.959155+00:00,2012-01-19 05:28:29.970391+00:00,ID4872
case_8,Round Grinding,2012-01-19 19:50:06.492130+00:00,2012-01-19 20:58:37.503366+00:00,ID4528
case_8,Final Inspection Q.C.,2012-01-22 17:43:15.003366+00:00,2012-01-22 18:58:23.311058+00:00,ID4493
case_8,Final Inspection Q.C.,2012-01-22 20:41:00.811058+00:00,2012-01-22 22:56:09.118750+00:00,ID4493
case_8,Packing,2012-01-24 07:26:44.674306+00:00,2012-01-24 08:26:44.674306+00:00,ID4820
case_8,End,2012-01-24 08:26:44.674306+00:00,2012-01-24 08:26:44.674306+00:00,End
case_9,Start,2012-01-16 08:14:18.204599+00:00,2012-01-16 08:14:18.204599+00:00,Start
case_9,Round Grinding,2012-01-16 12:46:23.004599+00:00,2012-01-16 13:54:45.830686+00:00,ID4528
case_9,Round Grinding,2012-01-17 06:12:58.687829+00:00,2012-01-17 12:21:21.513916+00:00,ID4445
case_9,Flat Grinding,2012-01-17 17:27:49.054900+00:00,2012-01-17 18:39:25.054900+00:00,ID0998
