Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Start,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,Start
case_1,End,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,End
case_1,Turning & Milling,2012-01-11 18:48:20.869565+00:00,2012-01-12 13:03:24.869565+00:00,ID4219
case_1,Turning & Milling,2012-01-12 13:51:45.739130+00:00,2012-01-12 17:06:49.739130+00:00,ID4219
case_1,Packing,2012-01-13 07:13:06.881987+00:00,2012-01-13 08:13:06.881987+00:00,ID4820
case_1,Turning & Milling Q.C.,2012-01-13 16:24:48.310558+00:00,2012-01-13 17:22:33.310558+00:00,ID4618
case_1,Turning & Milling,2012-01-17 14:09:26.643891+00:00,2012-01-17 15:24:30.643891+00:00,ID4167
case_1,Turning & Milling Q.C.,2012-01-17 17:18:56.893891+00:00,2012-01-17 21:16:41.893891+00:00,ID4493
case_1,Turning & Milling Q.C.,2012-01-17 22:11:08.143891+00:00,2012-01-17 23:08:53.143891+00:00,ID4493
case_1,Final Inspection Q.C.,2012-01-18 16:01:22.286748+00:00,2012-01-18 17:28:49.128853+00:00,ID4287
case_1,Final Inspection Q.C.,2012-01-18 23:53:30.557424+00:00,2012-01-19 14:20:57.399529+00:00,ID4618
case_2,Start,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,Start
case_2,End,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,End
case_2,Lapping,2012-01-12 18:32:41.457627+00:00,2012-01-12 19:40:04.314770+00:00,ID0998
case_2,Packing,2012-01-12 19:40:04.314770+00:00,2012-01-13 08:00:04.314770+00:00,ID4491
case_2,Round Grinding,2012-01-15 23:48:13.545539+00:00,2012-01-16 00:57:14.390609+00:00,ID4872
case_2,Round Grinding,2012-01-16 01:30:14.390609+00:00,2012-01-16 02:39:15.235679+00:00,ID4355
case_2,Round Grinding,2012-01-16 14:54:41.485679+00:00,2012-01-17 07:03:42.330749+00:00,ID4493
case_2,Flat Grinding,2012-01-17 17:33:09.788376+00:00,2012-01-17 18:44:45.788376+00:00,ID0998
case_2,Round Grinding,2012-01-17 23:58:53.480684+00:00,2012-01-18 13:07:54.325754+00:00,ID4528
case_2,Round Grinding,2012-01-18 22:30:54.325754+00:00,2012-01-19 02:39:55.170824+00:00,ID4355
case_2,Round Grinding,2012-01-19 15:50:08.341556+00:00,2012-01-19 16:59:09.186626+00:00,ID4287
case_2,Flat Grinding,2012-01-19 19:32:36.644253+00:00,2012-01-19 21:44:12.644253+00:00,ID0998
case_2,Flat Grinding,2012-01-22 14:46:38.358539+00:00,2012-01-22 21:58:14.358539+00:00,ID4882
case_2,Round Grinding,2012-01-23 13:58:22.050847+00:00,2012-01-23 17:07:22.895917+00:00,ID4528
case_2,Round Grinding,2012-01-24 06:48:32.126686+00:00,2012-01-24 14:57:32.971756+00:00,ID4872
case_2,Turning & Milling Q.C.,2012-01-24 20:41:41.153574+00:00,2012-01-24 22:40:18.336673+00:00,ID4618
case_2,Laser Marking,2012-01-24 23:48:27.567442+00:00,2012-01-25 06:40:14.935863+00:00,ID4872
case_2,Final Inspection Q.C.,2012-01-25 07:54:41.185863+00:00,2012-01-25 14:21:41.185863+00:00,ID4493
case_3,Start,2012-01-12 18:15:18.918033+00:00,2012-01-12 18:15:18.918033+00:00,Start
case_3,Packing,2012-01-13 07:18:33.918033+00:00,2012-01-13 08:18:33.918033+00:00,ID4820
case_3,End,2012-01-13 08:18:33.918033+00:00,2012-01-13 08:18:33.918033+00:00,End
case_3,Final Inspection Q.C.,2012-01-13 16:42:09.918033+00:00,2012-01-13 18:07:26.662219+00:00,ID4618
case_3,Round Grinding,2012-01-15 15:49:26.662219+00:00,2012-01-15 16:58:47.462219+00:00,ID4287
case_3,Round Grinding,2012-01-17 06:29:55.462219+00:00,2012-01-17 14:39:16.262219+00:00,ID4872
case_3,Flat Grinding,2012-01-17 17:32:43.719846+00:00,2012-01-17 18:44:19.719846+00:00,ID0998
case_3,Final Inspection Q.C.,2012-01-17 21:52:26.778670+00:00,2012-01-17 23:17:43.522856+00:00,ID4493
case_3,Turning & Milling Q.C.,2012-01-18 07:09:50.581680+00:00,2012-01-18 08:08:37.608707+00:00,ID4493
case_3,Final Inspection Q.C.,2012-01-18 15:49:37.608707+00:00,2012-01-18 17:14:54.352893+00:00,ID4287
case_3,Final Inspection Q.C.,2012-01-18 19:56:30.352893+00:00,2012-01-18 22:21:47.097079+00:00,ID4618
case_3,Laser Marking,2012-01-19 15:54:14.554706+00:00,2012-01-19 17:46:01.923127+00:00,ID0998
case_4,Start,2012-01-13 14:23:43.111581+00:00,2012-01-13 14:23:43.111581+00:00,Start
case_4,Laser Marking,2012-01-15 14:47:08.825867+00:00,2012-01-15 21:38:56.194288+00:00,ID4882
case_4,Flat Grinding,2012-01-16 01:11:23.651915+00:00,2012-01-16 15:22:59.651915+00:00,ID0998
case_4,Final Inspection Q.C.,2012-01-16 17:11:59.651915+00:00,2012-01-16 18:35:58.288279+00:00,ID4287
case_4,Flat Grinding,2012-01-16 22:08:25.745906+00:00,2012-01-16 23:20:01.745906+00:00,ID0998
case_4,Final Inspection Q.C.,2012-01-17 13:41:37.745906+00:00,2012-01-17 15:05:36.382270+00:00,ID4618
case_4,Packing,2012-01-17 15:05:36.382270+00:00,2012-01-20 08:00:36.382270+00:00,ID4491
case_4,Flat Grinding,2012-01-20 08:00:36.382270+00:00,2012-01-20 18:12:12.382270+00:00,ID3716
case_4,End,2012-01-20 18:12:12.382270+00:00,2012-01-20 18:12:12.382270+00:00,End
case_5,Start,2012-01-15 16:31:06.549081+00:00,2012-01-15 16:31:06.549081+00:00,Start
case_5,Final Inspection Q.C.,2012-01-16 08:10:24.196140+00:00,2012-01-16 20:36:47.174863+00:00,ID4163
case_5,Milling,2012-01-16 23:51:40.508196+00:00,2012-01-17 14:45:10.508196+00:00,ID4326
case_5,Packing,2012-01-18 07:18:25.508196+00:00,2012-01-18 08:18:25.508196+00:00,ID4820
case_5,End,2012-01-18 08:18:25.508196+00:00,2012-01-18 08:18:25.508196+00:00,End
case_5,Final Inspection Q.C.,2012-01-18 19:10:43.155255+00:00,2012-01-19 14:37:06.133978+00:00,ID4163
case_5,Laser Marking,2012-01-19 18:32:33.591605+00:00,2012-01-19 19:24:20.960026+00:00,ID0998
case_6,Start,2012-01-15 17:39:38.856773+00:00,2012-01-15 17:39:38.856773+00:00,Start
case_6,Turning & Milling Q.C.,2012-01-16 08:10:48.330457+00:00,2012-01-16 20:14:29.099688+00:00,ID4163
case_6,Turning & Milling Q.C.,2012-01-16 21:24:38.573372+00:00,2012-01-16 23:28:19.342603+00:00,ID4163
case_6,Flat Grinding,2012-01-17 15:58:14.342603+00:00,2012-01-17 17:09:50.342603+00:00,ID0998
case_6,Lapping,2012-01-17 20:39:45.342603+00:00,2012-01-17 21:47:16.706239+00:00,ID0998
case_6,Lapping,2012-01-18 00:43:02.223480+00:00,2012-01-18 07:50:33.587116+00:00,ID4882
case_6,Packing,2012-01-18 08:13:40.645940+00:00,2012-01-19 07:13:40.645940+00:00,ID4820
case_6,End,2012-01-19 07:13:40.645940+00:00,2012-01-19 07:13:40.645940+00:00,End
case_6,Final Inspection Q.C.,2012-01-19 19:10:50.119624+00:00,2012-01-20 16:33:39.210533+00:00,ID4163
case_6,Final Inspection Q.C.,2012-01-22 18:15:34.595148+00:00,2012-01-22 21:38:23.686057+00:00,ID4618
case_6,Final Inspection Q.C.,2012-01-23 08:10:33.159741+00:00,2012-01-23 20:33:22.250650+00:00,ID4163
case_6,Laser Marking,2012-01-23 23:30:17.250650+00:00,2012-01-24 00:22:17.250650+00:00,ID0998
case_7,Start,2012-01-15 21:50:38.856773+00:00,2012-01-15 21:50:38.856773+00:00,Start
case_7,Laser Marking,2012-01-16 01:20:33.856773+00:00,2012-01-16 15:12:33.856773+00:00,ID0998
case_7,Final Inspection Q.C.,2012-01-16 20:45:12.856773+00:00,2012-01-17 08:03:34.496117+00:00,ID4493
case_7,Laser Marking,2012-01-17 17:30:29.496117+00:00,2012-01-17 18:22:29.496117+00:00,ID0998
case_7,Packing,2012-01-18 07:27:05.051673+00:00,2012-01-18 08:27:05.051673+00:00,ID4820
case_7,End,2012-01-18 08:27:05.051673+00:00,2012-01-18 08:27:05.051673+00:00,End
case_7,Packing,2012-01-18 08:53:40.607229+00:00,2012-01-19 07:53:40.607229+00:00,ID4820
