Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Start,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,Start
case_1,Packing,2012-01-12 07:12:17.142857+00:00,2012-01-12 08:12:17.142857+00:00,ID4820
case_1,End,2012-01-12 08:12:17.142857+00:00,2012-01-12 08:12:17.142857+00:00,End
case_1,Turning & Milling Q.C.,2012-01-12 19:10:34.789916+00:00,2012-01-16 07:08:19.789916+00:00,ID4163
case_1,Laser Marking,2012-01-16 17:07:12.012138+00:00,2012-01-16 17:53:04.012138+00:00,ID0998
case_1,Final Inspection Q.C.,2012-01-17 14:53:33.154995+00:00,2012-01-17 17:20:59.997100+00:00,ID4287
case_2,Start,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,Start
case_2,End,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,End
case_2,Packing,2012-01-12 07:19:31.142857+00:00,2012-01-12 08:19:31.142857+00:00,ID4820
case_2,Turning & Milling,2012-01-16 14:06:01.142857+00:00,2012-01-16 22:21:40.587301+00:00,ID4132
case_2,Turning & Milling,2012-01-17 01:09:57.730158+00:00,2012-01-17 15:25:37.174602+00:00,ID0997
case_2,Turning & Milling,2012-01-17 18:37:17.174602+00:00,2012-01-17 21:52:56.619046+00:00,ID4641
case_2,Turning & Milling Q.C.,2012-01-18 07:45:04.800864+00:00,2012-01-18 08:43:41.983963+00:00,ID4618
case_2,Turning & Milling Q.C.,2012-01-18 15:49:55.154695+00:00,2012-01-18 16:48:32.337794+00:00,ID4287
case_2,Laser Marking,2012-01-18 19:20:59.795421+00:00,2012-01-18 22:12:47.163842+00:00,ID0998
case_2,Final Inspection Q.C.,2012-01-19 00:02:00.334574+00:00,2012-01-19 14:29:00.334574+00:00,ID4287
case_2,Final Inspection Q.C.,2012-01-19 16:18:13.505306+00:00,2012-01-19 17:45:13.505306+00:00,ID4287
case_3,Start,2012-01-12 18:15:18.918033+00:00,2012-01-12 18:15:18.918033+00:00,Start
case_3,Milling,2012-01-12 23:51:12.251366+00:00,2012-01-13 14:44:42.251366+00:00,ID4326
case_3,Milling,2012-01-13 20:35:35.584699+00:00,2012-01-15 13:29:05.584699+00:00,ID4326
case_3,Final Inspection Q.C.,2012-01-15 14:52:12.643523+00:00,2012-01-15 18:17:29.387709+00:00,ID4493
case_3,Milling,2012-01-15 18:17:29.387709+00:00,2012-01-16 07:53:59.387709+00:00,ID0937
case_3,Milling,2012-01-16 07:53:59.387709+00:00,2012-01-16 08:47:29.387709+00:00,ID0937
case_3,Milling,2012-01-16 14:51:22.721042+00:00,2012-01-16 23:44:52.721042+00:00,ID4326
case_3,Laser Marking,2012-01-17 16:17:20.178669+00:00,2012-01-17 17:09:07.547090+00:00,ID0998
case_3,Final Inspection Q.C.,2012-01-17 21:01:14.605914+00:00,2012-01-17 22:26:31.350100+00:00,ID4493
case_3,Final Inspection Q.C.,2012-01-18 08:08:07.350100+00:00,2012-01-18 13:33:24.094286+00:00,ID4618
case_3,Final Inspection Q.C.,2012-01-18 19:10:41.741345+00:00,2012-01-19 14:35:58.485531+00:00,ID4163
case_3,Final Inspection Q.C.,2012-01-19 19:46:16.132590+00:00,2012-01-23 08:11:32.876776+00:00,ID4163
case_3,Final Inspection Q.C.,2012-01-23 14:52:39.935600+00:00,2012-01-24 07:17:56.679786+00:00,ID4493
case_3,Final Inspection Q.C.,2012-01-24 15:49:56.679786+00:00,2012-01-24 18:15:13.423972+00:00,ID4287
case_3,Packing,2012-01-25 07:18:28.423972+00:00,2012-01-25 08:18:28.423972+00:00,ID4820
case_3,End,2012-01-25 08:18:28.423972+00:00,2012-01-25 08:18:28.423972+00:00,End
case_4,Start,2012-01-13 14:23:43.111581+00:00,2012-01-13 14:23:43.111581+00:00,Start
case_4,Turning & Milling,2012-01-16 14:12:43.111581+00:00,2012-01-16 21:29:13.657036+00:00,ID4529
case_4,Turning & Milling,2012-01-16 23:48:34.526601+00:00,2012-01-17 17:05:05.072056+00:00,ID4219
case_4,Turning & Milling,2012-01-17 17:09:58.405389+00:00,2012-01-18 14:26:28.950844+00:00,ID4132
case_4,Packing,2012-01-19 07:18:43.950844+00:00,2012-01-19 08:18:43.950844+00:00,ID4820
case_4,End,2012-01-19 08:18:43.950844+00:00,2012-01-19 08:18:43.950844+00:00,End
case_4,Final Inspection Q.C.,2012-01-19 19:11:01.597903+00:00,2012-01-23 07:35:00.234267+00:00,ID4163
case_4,Turning & Milling Q.C.,2012-01-23 16:41:36.234267+00:00,2012-01-23 17:40:23.261294+00:00,ID4618
case_4,Final Inspection Q.C.,2012-01-23 20:47:01.156031+00:00,2012-01-24 08:10:59.792395+00:00,ID4493
