Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Start,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,Start
case_1,End,2012-01-11 17:00:00+00:00,2012-01-11 17:00:00+00:00,End
case_1,Packing,2012-01-12 07:12:17.142857+00:00,2012-01-12 08:12:17.142857+00:00,ID4820
case_1,Turning & Milling,2012-01-16 14:05:47.142857+00:00,2012-01-16 22:20:51.142857+00:00,ID4132
case_1,Turning & Milling,2012-01-17 14:09:44.476190+00:00,2012-01-17 15:24:48.476190+00:00,ID4167
case_1,Turning & Milling,2012-01-17 20:39:25.399267+00:00,2012-01-17 21:54:29.399267+00:00,ID0997
case_1,Turning & Milling,2012-01-18 14:09:06.322344+00:00,2012-01-18 16:24:10.322344+00:00,ID0997
case_1,Turning & Milling,2012-01-18 22:01:05.322344+00:00,2012-01-19 05:16:09.322344+00:00,ID3846
case_1,Turning & Milling Q.C.,2012-01-19 15:24:50.750915+00:00,2012-01-19 16:22:35.750915+00:00,ID4618
case_1,Turning & Milling,2012-01-23 13:24:09.084248+00:00,2012-01-23 18:39:13.084248+00:00,ID4932
case_1,Turning & Milling,2012-01-23 19:02:46.417581+00:00,2012-01-24 21:17:50.417581+00:00,ID4932
case_1,Lapping,2012-01-25 00:24:42.639803+00:00,2012-01-25 01:32:05.496946+00:00,ID0998
case_1,Final Inspection Q.C.,2012-01-25 17:42:23.144005+00:00,2012-01-26 14:09:49.986110+00:00,ID4163
case_2,Start,2012-01-12 07:07:14+00:00,2012-01-12 07:07:14+00:00,Start
case_2,Milling,2012-01-12 14:51:07.333333+00:00,2012-01-12 23:44:37.333333+00:00,ID4326
case_2,End,2012-01-12 23:44:37.333333+00:00,2012-01-12 23:44:37.333333+00:00,End
case_2,Packing,2012-01-12 23:44:37.333333+00:00,2012-01-13 08:00:37.333333+00:00,ID4491
case_2,Turning & Milling Q.C.,2012-01-16 08:10:54.980392+00:00,2012-01-16 20:09:32.163491+00:00,ID4163
case_2,Turning & Milling Q.C.,2012-01-17 07:44:40.345309+00:00,2012-01-17 08:43:17.528408+00:00,ID4618
case_2,Turning & Milling Q.C.,2012-01-17 15:49:30.699140+00:00,2012-01-17 17:48:07.882239+00:00,ID4287
case_2,Turning & Milling Q.C.,2012-01-17 20:10:25.529298+00:00,2012-01-17 21:09:02.712397+00:00,ID4163
case_2,Final Inspection Q.C.,2012-01-17 22:19:20.359456+00:00,2012-01-17 23:46:20.359456+00:00,ID4163
case_2,Final Inspection Q.C.,2012-01-18 07:40:46.609456+00:00,2012-01-18 14:07:46.609456+00:00,ID4493
case_3,Start,2012-01-12 18:15:18.918033+00:00,2012-01-12 18:15:18.918033+00:00,Start
case_3,Round Grinding,2012-01-15 22:30:18.918033+00:00,2012-01-16 01:39:39.718033+00:00,ID4355
case_3,Turning & Milling Q.C.,2012-01-16 15:49:39.718033+00:00,2012-01-16 16:48:26.745060+00:00,ID4287
case_3,Turning & Milling Q.C.,2012-01-16 21:10:44.392119+00:00,2012-01-16 23:09:31.419146+00:00,ID4163
case_3,Turning & Milling Q.C.,2012-01-17 14:19:49.066205+00:00,2012-01-17 15:18:36.093232+00:00,ID4163
case_3,Turning & Milling Q.C.,2012-01-17 16:28:53.740291+00:00,2012-01-17 19:27:40.767318+00:00,ID4163
case_3,Final Inspection Q.C.,2012-01-17 20:37:58.414377+00:00,2012-01-17 22:03:15.158563+00:00,ID4163
case_3,Packing,2012-01-18 07:18:30.158563+00:00,2012-01-18 08:18:30.158563+00:00,ID4820
case_3,End,2012-01-18 08:18:30.158563+00:00,2012-01-18 08:18:30.158563+00:00,End
case_3,Final Inspection Q.C.,2012-01-18 19:10:47.805622+00:00,2012-01-19 14:36:04.549808+00:00,ID4163
case_4,Start,2012-01-13 14:23:43.111581+00:00,2012-01-13 14:23:43.111581+00:00,Start
case_4,Milling,2012-01-13 20:14:36.444914+00:00,2012-01-15 13:08:06.444914+00:00,ID4326
case_4,Milling,2012-01-15 13:58:59.778247+00:00,2012-01-16 00:52:29.778247+00:00,ID4326
case_4,Final Inspection Q.C.,2012-01-16 16:34:05.778247+00:00,2012-01-16 17:58:04.414611+00:00,ID4618
case_4,Milling,2012-01-16 23:50:57.747944+00:00,2012-01-17 14:44:27.747944+00:00,ID4326
case_4,Milling,2012-01-17 23:35:21.081277+00:00,2012-01-18 21:28:51.081277+00:00,ID4326
case_4,Milling,2012-01-19 01:19:44.414610+00:00,2012-01-19 14:13:14.414610+00:00,ID4326
case_4,Final Inspection Q.C.,2012-01-19 16:02:14.414610+00:00,2012-01-19 17:26:13.050974+00:00,ID4287
case_4,Laser Marking,2012-01-19 19:58:40.508601+00:00,2012-01-19 21:50:27.877022+00:00,ID0998
case_4,Final Inspection Q.C.,2012-01-23 08:10:45.524081+00:00,2012-01-23 20:34:44.160445+00:00,ID4163
case_4,Final Inspection Q.C.,2012-01-23 21:45:01.807504+00:00,2012-01-24 14:09:00.443868+00:00,ID4163
case_4,Final Inspection Q.C.,2012-01-24 15:19:18.090927+00:00,2012-01-24 16:43:16.727291+00:00,ID4163
case_4,Final Inspection Q.C.,2012-01-24 18:49:16.727291+00:00,2012-01-24 20:13:15.363655+00:00,ID4287
case_4,Final Inspection Q.C.,2012-01-25 14:02:15.363655+00:00,2012-01-25 15:26:14.000019+00:00,ID4287
case_4,Packing,2012-01-26 07:18:29.000019+00:00,2012-01-26 08:18:29.000019+00:00,ID4820
case_4,End,2012-01-26 08:18:29.000019+00:00,2012-01-26 08:18:29.000019+00:00,End
case_5,Start,2012-01-15 16:31:06.549081+00:00,2012-01-15 16:31:06.549081+00:00,Start
case_5,Turning & Milling Q.C.,2012-01-15 21:14:06.549081+00:00,2012-01-15 22:12:53.576108+00:00,ID4618
case_5,Final Inspection Q.C.,2012-01-16 00:55:53.576108+00:00,2012-01-16 15:22:16.554831+00:00,ID4618
case_5,Round Grinding,2012-01-17 15:29:24.554831+00:00,2012-01-17 18:38:45.354831+00:00,ID4872
case_5,Packing,2012-01-18 07:19:00.354831+00:00,2012-01-18 08:19:00.354831+00:00,ID4820
case_5,End,2012-01-18 08:19:00.354831+00:00,2012-01-18 08:19:00.354831+00:00,End
case_5,Final Inspection Q.C.,2012-01-18 15:54:43.610645+00:00,2012-01-18 17:21:06.589368+00:00,ID4287
case_5,Turning & Milling Q.C.,2012-01-18 19:15:49.845182+00:00,2012-01-18 20:14:36.872209+00:00,ID4287
case_5,Turning & Milling Q.C.,2012-01-19 14:45:15.872209+00:00,2012-01-19 15:44:02.899236+00:00,ID4493
case_5,Turning & Milling Q.C.,2012-01-19 17:38:46.155050+00:00,2012-01-19 18:37:33.182077+00:00,ID4287
case_6,Start,2012-01-15 17:39:38.856773+00:00,2012-01-15 17:39:38.856773+00:00,Start
case_6,Turning & Milling Q.C.,2012-01-16 15:21:34.241388+00:00,2012-01-16 16:25:15.010619+00:00,ID4618
case_6,Turning & Milling Q.C.,2012-01-16 21:10:24.484303+00:00,2012-01-16 23:14:05.253534+00:00,ID4163
case_6,Turning & Milling Q.C.,2012-01-17 20:42:00.638149+00:00,2012-01-17 22:45:41.407380+00:00,ID4618
case_6,Final Inspection Q.C.,2012-01-17 23:55:50.881064+00:00,2012-01-18 17:18:39.971973+00:00,ID4163
case_6,Turning & Milling Q.C.,2012-01-19 14:00:35.356588+00:00,2012-01-19 15:04:16.125819+00:00,ID4618
case_6,Final Inspection Q.C.,2012-01-20 16:10:25.599503+00:00,2012-01-20 17:33:14.690412+00:00,ID4163
case_6,Packing,2012-01-20 17:33:14.690412+00:00,2012-01-23 08:00:14.690412+00:00,ID4491
case_6,End,2012-01-23 08:00:14.690412+00:00,2012-01-23 08:00:14.690412+00:00,End
case_6,Turning & Milling Q.C.,2012-01-23 15:53:52.988284+00:00,2012-01-23 16:57:33.757515+00:00,ID4287
case_6,Turning & Milling Q.C.,2012-01-23 18:51:12.055387+00:00,2012-01-24 14:54:52.824618+00:00,ID4287
case_6,Turning & Milling Q.C.,2012-01-24 17:48:31.122490+00:00,2012-01-24 18:52:11.891721+00:00,ID4287
case_6,Final Inspection Q.C.,2012-01-24 20:10:21.365405+00:00,2012-01-24 21:33:10.456314+00:00,ID4163
case_6,Round Grinding,2012-01-24 22:17:49.456314+00:00,2012-01-24 23:26:59.085944+00:00,ID4493
case_6,Round Grinding,2012-01-25 15:54:37.383816+00:00,2012-01-25 17:03:47.013446+00:00,ID4287
