Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Traer informacion estudiante - banner,2016-02-16 18:26:08+00:00,2016-02-16 18:26:08+00:00,5330
case_1,Radicar Solicitud Homologacion,2016-02-19 01:00:13+00:00,2016-02-19 01:04:53.370861+00:00,26147
case_1,Validar solicitud,2016-02-20 01:41:37.160335+00:00,2016-02-20 02:00:12.236284+00:00,1707
case_1,Homologacion por grupo de cursos,2016-02-22 12:05:34.648049+00:00,2016-02-22 13:05:40.338958+00:00,1007
case_2,Traer informacion estudiante - banner,2016-02-16 19:40:28.629139+00:00,2016-02-16 19:40:28.629139+00:00,8995
case_2,Radicar Solicitud Homologacion,2016-02-17 10:00:31.879139+00:00,2016-02-17 10:05:10.458086+00:00,8177
case_2,Validar solicitud,2016-02-18 15:36:54.247560+00:00,2016-02-18 15:55:29.323509+00:00,1707
case_2,Cancelar Solicitud,2016-02-22 00:15:56.573509+00:00,2016-02-22 00:56:57.155599+00:00,7297
case_2,Notificacion estudiante cancelacion soli,2016-02-23 23:37:40.945073+00:00,2016-02-23 23:37:40.945073+00:00,1707
case_3,Traer informacion estudiante - banner,2016-02-16 20:55:08.240981+00:00,2016-02-16 20:55:08.240981+00:00,22624
case_3,Radicar Solicitud Homologacion,2016-02-21 23:00:09.907648+00:00,2016-02-21 23:04:47.257966+00:00,9298
case_3,Homologacion por grupo de cursos,2016-02-22 13:38:26.591299+00:00,2016-02-24 01:10:47.828587+00:00,1343
case_4,Traer informacion estudiante - banner,2016-02-16 22:08:08.311045+00:00,2016-02-16 22:08:08.311045+00:00,2834
case_4,Radicar Solicitud Homologacion,2016-02-17 02:00:09.311045+00:00,2016-02-17 02:04:43.172680+00:00,3409
case_4,Validar solicitud,2016-02-18 21:10:22.572680+00:00,2016-02-18 21:28:40.041816+00:00,677
case_4,Homologacion por grupo de cursos,2016-02-24 22:54:37.791816+00:00,2016-02-25 18:26:59.029104+00:00,15930
case_5,Traer informacion estudiante - banner,2016-02-16 23:20:25.688403+00:00,2016-02-16 23:20:25.688403+00:00,6186
case_5,Radicar Solicitud Homologacion,2016-02-19 19:00:26.688403+00:00,2016-02-19 19:04:59.044653+00:00,1910
case_5,Validar solicitud,2016-02-20 03:03:56.794653+00:00,2016-02-20 03:22:03.294653+00:00,22475
case_5,Homologacion por grupo de cursos,2016-02-22 13:37:42.627986+00:00,2016-02-24 01:10:03.865274+00:00,1343
case_6,Traer informacion estudiante - banner,2016-02-17 00:41:40.563403+00:00,2016-02-17 00:41:40.563403+00:00,15957
case_6,Radicar Solicitud Homologacion,2016-02-19 19:32:59.813403+00:00,2016-02-19 19:37:42.037005+00:00,8213
case_6,Cancelar Solicitud,2016-02-22 03:20:46.370338+00:00,2016-02-22 04:01:46.952428+00:00,22624
case_6,Notificacion estudiante cancelacion soli,2016-02-23 01:07:22.927428+00:00,2016-02-23 01:07:22.927428+00:00,19019
case_7,Traer informacion estudiante - banner,2016-02-17 10:34:23.118959+00:00,2016-02-17 10:34:23.118959+00:00,11204
case_7,Radicar Solicitud Homologacion,2016-02-17 16:00:25.243959+00:00,2016-02-17 16:05:04.213284+00:00,8997
case_7,Validar solicitud,2016-02-17 22:40:53.122375+00:00,2016-02-17 22:59:06.772977+00:00,22404
case_7,Homologacion por grupo de cursos,2016-02-17 23:36:46.106310+00:00,2016-02-19 17:16:48.406310+00:00,1343
case_8,Traer informacion estudiante - banner,2016-02-17 15:19:37.518959+00:00,2016-02-17 15:19:37.518959+00:00,8819
case_8,Radicar Solicitud Homologacion,2016-02-17 15:19:42.518959+00:00,2016-02-17 15:24:41.711730+00:00,6004
case_8,Cancelar Solicitud,2016-02-18 21:10:21.111730+00:00,2016-02-18 21:51:06.361730+00:00,677
case_8,Notificacion estudiante cancelacion soli,2016-02-22 03:20:10.695063+00:00,2016-02-22 03:20:10.695063+00:00,22624
case_9,Traer informacion estudiante - banner,2016-02-17 17:00:19.337141+00:00,2016-02-17 17:00:19.337141+00:00,16695
case_9,Radicar Solicitud Homologacion,2016-02-22 15:00:20.337141+00:00,2016-02-22 15:05:18.037740+00:00,3729
case_9,Homologacion por grupo de cursos,2016-02-24 22:09:01.806971+00:00,2016-02-25 00:49:25.103846+00:00,15930
case_10,Traer informacion estudiante - banner,2016-02-17 19:42:13.337141+00:00,2016-02-17 19:42:13.337141+00:00,9531
case_10,Radicar Solicitud Homologacion,2016-02-23 22:00:14.337141+00:00,2016-02-23 22:05:10.265712+00:00,3703
case_10,Cancelar Solicitud,2016-02-25 21:09:49.665712+00:00,2016-02-25 21:50:34.915712+00:00,677
case_10,Notificacion estudiante cancelacion soli,2016-03-02 15:03:31.665712+00:00,2016-03-02 15:03:31.665712+00:00,11041
case_11,Traer informacion estudiante - banner,2016-02-17 22:17:34.087141+00:00,2016-02-17 22:17:34.087141+00:00,5667
case_11,Radicar Solicitud Homologacion,2016-02-17 22:17:39.087141+00:00,2016-02-17 22:22:33.264656+00:00,6004
case_11,Homologacion por grupo de cursos,2016-02-22 16:31:17.033887+00:00,2016-02-22 20:11:40.330762+00:00,15930
case_12,Traer informacion estudiante - banner,2016-02-17 23:44:00.087141+00:00,2016-02-17 23:44:00.087141+00:00,7007
case_12,Radicar Solicitud Homologacion,2016-02-17 23:44:01.087141+00:00,2016-02-17 23:48:53.534200+00:00,7007
case_12,Cancelar Solicitud,2016-02-18 00:20:25.534200+00:00,2016-02-18 06:01:10.784200+00:00,8916
case_12,Notificacion estudiante cancelacion soli,2016-02-19 19:32:30.034200+00:00,2016-02-19 19:32:30.034200+00:00,8213
case_13,Traer informacion estudiante - banner,2016-02-18 02:06:26.487141+00:00,2016-02-18 02:06:26.487141+00:00,10168
case_13,Radicar Solicitud Homologacion,2016-02-18 02:06:27.487141+00:00,2016-02-18 02:11:15.018933+00:00,8736
