Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Traer informacion estudiante - banner,2016-02-16 18:26:08+00:00,2016-02-16 18:26:08+00:00,14128
case_1,Radicar Solicitud Homologacion,2016-02-19 22:00:13.333333+00:00,2016-02-19 22:04:53.704194+00:00,11583
case_1,Validar solicitud,2016-02-19 22:04:53.704194+00:00,2016-02-23 18:19:28.780143+00:00,7080
case_1,Homologacion por grupo de cursos,2016-02-23 20:05:51.191908+00:00,2016-02-23 23:05:56.882817+00:00,1007
case_2,Traer informacion estudiante - banner,2016-02-16 19:40:28.629139+00:00,2016-02-16 19:40:28.629139+00:00,12836
case_2,Radicar Solicitud Homologacion,2016-02-16 22:00:29.629139+00:00,2016-02-16 22:05:08.208086+00:00,3703
case_2,Validar solicitud,2016-02-16 23:02:42.458086+00:00,2016-02-16 23:21:17.534035+00:00,716
case_2,Recepcion de documentos,2016-02-16 23:21:17.534035+00:00,2016-02-17 17:55:51.784035+00:00,26789
case_2,Homologacion por grupo de cursos,2016-02-18 02:01:14.195800+00:00,2016-02-18 16:33:35.433088+00:00,1007
case_3,Traer informacion estudiante - banner,2016-02-16 20:55:08.240981+00:00,2016-02-16 20:55:08.240981+00:00,11204
case_3,Radicar Solicitud Homologacion,2016-02-19 02:16:21.574314+00:00,2016-02-19 02:20:58.924632+00:00,26348
case_3,Cancelar Solicitud,2016-02-20 23:08:03.591299+00:00,2016-02-20 23:49:04.173389+00:00,18929
case_3,Notificacion estudiante cancelacion soli,2016-02-22 15:40:53.082480+00:00,2016-02-22 15:40:53.082480+00:00,22404
case_4,Traer informacion estudiante - banner,2016-02-16 22:08:08.311045+00:00,2016-02-16 22:08:08.311045+00:00,22624
case_4,Radicar Solicitud Homologacion,2016-02-16 22:08:08.311045+00:00,2016-02-22 20:04:42.172680+00:00,24519
case_4,Validar solicitud,2016-02-22 20:04:42.172680+00:00,2016-02-25 04:18:59.641816+00:00,5802
case_4,Homologacion por grupo de cursos,2016-02-27 17:15:31.891816+00:00,2016-03-01 23:47:53.129104+00:00,2541
case_5,Traer informacion estudiante - banner,2016-02-16 23:20:25.688403+00:00,2016-02-16 23:20:25.688403+00:00,15957
case_5,Radicar Solicitud Homologacion,2016-02-17 14:00:27.438403+00:00,2016-02-17 14:04:59.794653+00:00,955
