Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Traer informacion estudiante - banner,2016-02-16 18:26:08+00:00,2016-02-16 18:26:08+00:00,8177
case_1,Radicar Solicitud Homologacion,2016-02-17 17:00:27.846154+00:00,2016-02-17 17:05:08.217015+00:00,11204
case_1,Recepcion de documentos,2016-02-17 17:05:08.217015+00:00,2016-02-23 20:55:42.467015+00:00,157
case_1,Homologacion por grupo de cursos,2016-02-26 15:45:30.467015+00:00,2016-03-04 15:45:36.157924+00:00,1422
case_2,Traer informacion estudiante - banner,2016-02-16 19:40:28.629139+00:00,2016-02-16 19:40:28.629139+00:00,4867
case_2,Radicar Solicitud Homologacion,2016-02-19 16:00:31.295806+00:00,2016-02-19 16:05:09.874753+00:00,9336
case_2,Cancelar Solicitud,2016-02-23 03:41:54.541420+00:00,2016-02-23 05:22:55.123510+00:00,8443
case_2,Notificacion estudiante cancelacion soli,2016-02-29 03:20:59.456843+00:00,2016-02-29 03:20:59.456843+00:00,22624
case_3,Traer informacion estudiante - banner,2016-02-16 20:55:08.240981+00:00,2016-02-16 20:55:08.240981+00:00,11959
case_3,Radicar Solicitud Homologacion,2016-02-18 02:00:09.240981+00:00,2016-02-18 02:04:46.591299+00:00,18289
case_3,Validar solicitud,2016-02-18 02:04:46.591299+00:00,2016-02-23 18:19:21.667248+00:00,7080
case_3,Homologacion por grupo de cursos,2016-02-24 00:38:01.000581+00:00,2016-02-24 22:10:22.237869+00:00,1343
case_4,Traer informacion estudiante - banner,2016-02-16 22:08:08.311045+00:00,2016-02-16 22:08:08.311045+00:00,2144
case_4,Radicar Solicitud Homologacion,2016-02-22 21:25:11.061045+00:00,2016-02-22 21:29:44.922680+00:00,8819
case_4,Homologacion por grupo de cursos,2016-02-24 16:25:30.256013+00:00,2016-02-24 17:57:51.493301+00:00,22491
case_5,Traer informacion estudiante - banner,2016-02-16 23:20:25.688403+00:00,2016-02-16 23:20:25.688403+00:00,6186
case_5,Radicar Solicitud Homologacion,2016-02-17 02:00:26.688403+00:00,2016-02-17 02:04:59.044653+00:00,3409
case_5,Cancelar Solicitud,2016-02-17 19:03:56.794653+00:00,2016-02-17 19:44:57.376743+00:00,22475
case_5,Notificacion estudiante cancelacion soli,2016-02-17 23:47:55.126743+00:00,2016-02-17 23:47:55.126743+00:00,22475
case_6,Traer informacion estudiante - banner,2016-02-17 00:41:40.563403+00:00,2016-02-17 00:41:40.563403+00:00,12814
case_6,Radicar Solicitud Homologacion,2016-02-21 17:00:47.563403+00:00,2016-02-21 17:05:29.787005+00:00,9519
case_6,Cancelar Solicitud,2016-02-24 15:41:18.696096+00:00,2016-02-24 18:22:19.278186+00:00,22404
case_6,Notificacion estudiante cancelacion soli,2016-02-25 01:03:08.187277+00:00,2016-02-25 01:03:08.187277+00:00,22404
case_7,Traer informacion estudiante - banner,2016-02-17 10:34:23.118959+00:00,2016-02-17 10:34:23.118959+00:00,955
case_7,Radicar Solicitud Homologacion,2016-02-22 14:00:31.118959+00:00,2016-02-22 14:05:10.088284+00:00,8225
case_7,Validar solicitud,2016-02-23 23:41:53.877758+00:00,2016-02-24 00:00:07.528360+00:00,1707
case_7,Homologacion por grupo de cursos,2016-02-25 20:26:05.278360+00:00,2016-02-29 16:06:07.578360+00:00,15930
case_8,Validar solicitud,2016-02-17 15:19:37.518959+00:00,2016-02-17 23:18:51.169561+00:00,1707
case_8,Traer informacion estudiante - banner,2016-02-23 18:00:53.169561+00:00,2016-02-23 18:00:53.169561+00:00,3917
case_8,Radicar Solicitud Homologacion,2016-02-25 14:05:49.369561+00:00,2016-02-25 14:10:48.562332+00:00,8528
case_8,Homologacion por grupo de cursos,2016-02-25 14:10:48.562332+00:00,2016-03-01 19:40:50.862332+00:00,7394
case_9,Traer informacion estudiante - banner,2016-02-17 17:00:19.337141+00:00,2016-02-17 17:00:19.337141+00:00,4457
case_9,Radicar Solicitud Homologacion,2016-02-18 03:00:24.337141+00:00,2016-02-18 03:05:22.037740+00:00,16695
case_9,Cancelar Solicitud,2016-02-19 23:03:19.787740+00:00,2016-02-19 23:44:05.037740+00:00,22475
case_9,Notificacion estudiante cancelacion soli,2016-02-24 15:03:01.787740+00:00,2016-02-24 15:03:01.787740+00:00,11041
case_10,Traer informacion estudiante - banner,2016-02-17 19:42:13.337141+00:00,2016-02-17 19:42:13.337141+00:00,8528
case_10,Radicar Solicitud Homologacion,2016-02-22 03:20:17.670474+00:00,2016-02-22 03:25:13.599045+00:00,22624
case_10,Validar solicitud,2016-02-24 15:41:02.508136+00:00,2016-02-24 15:59:38.198612+00:00,22404
case_10,Homologacion por grupo de cursos,2016-02-26 15:45:26.198612+00:00,2016-03-11 15:25:49.495487+00:00,1422
case_11,Traer informacion estudiante - banner,2016-02-17 22:17:34.087141+00:00,2016-02-17 22:17:34.087141+00:00,5667
case_11,Radicar Solicitud Homologacion,2016-02-20 03:00:38.420474+00:00,2016-02-20 03:05:32.597989+00:00,6639
case_11,Validar solicitud,2016-02-21 23:07:08.572989+00:00,2016-02-21 23:25:44.263465+00:00,19019
case_11,Homologacion por grupo de cursos,2016-02-24 22:09:28.032696+00:00,2016-02-25 00:49:51.329571+00:00,15930
case_12,Traer informacion estudiante - banner,2016-02-17 23:44:00.087141+00:00,2016-02-17 23:44:00.087141+00:00,8736
case_12,Radicar Solicitud Homologacion,2016-02-17 23:44:01.087141+00:00,2016-02-17 23:48:53.534200+00:00,10168
case_12,Cancelar Solicitud,2016-02-19 13:07:29.509200+00:00,2016-02-19 13:48:14.759200+00:00,19019
case_12,Notificacion estudiante cancelacion soli,2016-02-19 19:32:34.009200+00:00,2016-02-19 19:32:34.009200+00:00,8213
case_13,Traer informacion estudiante - banner,2016-02-18 02:06:26.487141+00:00,2016-02-18 02:06:26.487141+00:00,8736
case_13,Radicar Solicitud Homologacion,2016-02-18 02:06:30.737141+00:00,2016-02-18 02:11:18.268933+00:00,5667
case_13,Homologacion por grupo de cursos,2016-02-18 02:11:18.268933+00:00,2016-02-20 02:40:41.565808+00:00,4560
case_14,Traer informacion estudiante - banner,2016-02-18 03:22:59.305323+00:00,2016-02-18 03:22:59.305323+00:00,6639
case_14,Radicar Solicitud Homologacion,2016-02-18 03:23:05.305323+00:00,2016-02-18 03:27:49.562466+00:00,305
case_14,Validar solicitud,2016-02-19 13:07:25.537466+00:00,2016-02-19 13:25:21.423830+00:00,19019
case_14,Homologacion por grupo de cursos,2016-02-20 17:14:53.673830+00:00,2016-02-23 23:55:16.970705+00:00,2541
case_15,Traer informacion estudiante - banner,2016-02-18 06:36:47.221990+00:00,2016-02-18 06:36:47.221990+00:00,5667
case_15,Radicar Solicitud Homologacion,2016-02-18 06:43:03.555323+00:00,2016-02-18 06:47:47.254187+00:00,22795
case_15,Validar solicitud,2016-02-21 14:41:36.163278+00:00,2016-02-21 14:59:32.049642+00:00,22404
case_15,Homologacion por grupo de cursos,2016-02-26 15:45:20.049642+00:00,2016-03-11 15:25:43.346517+00:00,1422
case_16,Traer informacion estudiante - banner,2016-02-18 14:48:42.991221+00:00,2016-02-18 14:48:42.991221+00:00,8248
case_16,Radicar Solicitud Homologacion,2016-02-18 14:48:43.991221+00:00,2016-02-18 14:53:26.138114+00:00,7007
case_16,Cancelar Solicitud,2016-02-20 00:07:02.113114+00:00,2016-02-20 00:46:40.831424+00:00,19019
case_16,Notificacion estudiante cancelacion soli,2016-02-20 04:00:28.007895+00:00,2016-02-20 04:00:28.007895+00:00,22475
case_17,Traer informacion estudiante - banner,2016-02-18 15:56:18.776935+00:00,2016-02-18 15:56:18.776935+00:00,22795
case_17,Radicar Solicitud Homologacion,2016-02-20 03:00:23.110268+00:00,2016-02-20 03:05:02.171721+00:00,6639
case_17,Cancelar Solicitud,2016-02-21 23:06:38.146721+00:00,2016-02-21 23:45:17.749461+00:00,19019
case_17,Notificacion estudiante cancelacion soli,2016-02-22 14:51:53.724461+00:00,2016-02-22 14:51:53.724461+00:00,19019
case_18,Traer informacion estudiante - banner,2016-02-18 17:59:49.376935+00:00,2016-02-18 17:59:49.376935+00:00,22795
case_18,Radicar Solicitud Homologacion,2016-02-18 17:59:53.626935+00:00,2016-02-18 18:04:29.748482+00:00,5667
case_18,Cancelar Solicitud,2016-02-18 22:33:23.348482+00:00,2016-02-18 23:12:02.951222+00:00,1707
case_18,Notificacion estudiante cancelacion soli,2016-02-19 01:40:56.551222+00:00,2016-02-19 01:40:56.551222+00:00,1707
case_19,Traer informacion estudiante - banner,2016-02-18 20:59:46.689435+00:00,2016-02-18 20:59:46.689435+00:00,5667
case_19,Radicar Solicitud Homologacion,2016-02-18 20:59:47.689435+00:00,2016-02-18 21:04:22.436688+00:00,7007
case_19,Cancelar Solicitud,2016-02-19 19:22:28.214466+00:00,2016-02-19 23:00:54.374466+00:00,669
case_19,Notificacion estudiante cancelacion soli,2016-02-21 14:07:30.349466+00:00,2016-02-21 14:07:30.349466+00:00,19019
case_20,Traer informacion estudiante - banner,2016-02-18 22:00:41.277670+00:00,2016-02-18 22:00:41.277670+00:00,5667
case_20,Radicar Solicitud Homologacion,2016-02-18 22:00:42.277670+00:00,2016-02-18 22:05:15.550894+00:00,7007
case_20,Validar solicitud,2016-02-19 23:43:52.384227+00:00,2016-02-20 03:01:40.895338+00:00,22475
case_20,Cancelar Solicitud,2016-02-22 00:16:08.145338+00:00,2016-02-22 00:54:05.855864+00:00,7297
case_20,Notificacion estudiante cancelacion soli,2016-02-23 23:28:59.455864+00:00,2016-02-23 23:28:59.455864+00:00,1707
case_21,Traer informacion estudiante - banner,2016-02-18 22:57:03.382933+00:00,2016-02-18 22:57:03.382933+00:00,3296
case_21,Radicar Solicitud Homologacion,2016-02-18 22:57:07.632933+00:00,2016-02-18 23:01:39.524237+00:00,5667
case_21,Validar solicitud,2016-02-19 23:44:16.357570+00:00,2016-02-20 03:01:53.126801+00:00,22475
case_21,Homologacion por grupo de cursos,2016-02-22 12:06:15.538566+00:00,2016-02-22 13:46:38.835441+00:00,1007
case_22,Traer informacion estudiante - banner,2016-02-18 23:53:05.982933+00:00,2016-02-18 23:53:05.982933+00:00,10296
case_22,Radicar Solicitud Homologacion,2016-02-18 23:53:07.982933+00:00,2016-02-18 23:57:38.404555+00:00,3296
case_22,Validar solicitud,2016-02-23 00:50:49.071222+00:00,2016-02-23 01:08:26.245135+00:00,49
case_22,Cancelar Solicitud,2016-02-25 14:05:22.445135+00:00,2016-02-25 14:43:20.155661+00:00,8528
case_22,Notificacion estudiante cancelacion soli,2016-02-25 14:48:16.355661+00:00,2016-02-25 14:48:16.355661+00:00,8528
case_23,Traer informacion estudiante - banner,2016-02-19 00:49:29.374237+00:00,2016-02-19 00:49:29.374237+00:00,10296
case_23,Radicar Solicitud Homologacion,2016-02-19 00:49:30.374237+00:00,2016-02-19 00:53:59.341979+00:00,26298
case_23,Homologacion por grupo de cursos,2016-02-19 16:50:38.341979+00:00,2016-02-19 23:25:47.484836+00:00,1343
case_24,Traer informacion estudiante - banner,2016-02-19 01:53:33.165904+00:00,2016-02-19 01:53:33.165904+00:00,22795
case_24,Radicar Solicitud Homologacion,2016-02-19 01:53:34.165904+00:00,2016-02-19 01:58:01.770182+00:00,8786
case_24,Validar solicitud,2016-02-20 17:02:36.020182+00:00,2016-02-20 17:20:54.138462+00:00,716
case_24,Cancelar Solicitud,2016-02-22 15:10:33.538462+00:00,2016-02-22 15:48:01.668332+00:00,677
case_24,Notificacion estudiante cancelacion soli,2016-02-22 20:53:49.525475+00:00,2016-02-22 20:53:49.525475+00:00,22475
case_25,Traer informacion estudiante - banner,2016-02-19 11:57:55.685904+00:00,2016-02-19 11:57:55.685904+00:00,26298
case_25,Radicar Solicitud Homologacion,2016-02-19 11:57:59.935904+00:00,2016-02-19 12:02:26.175266+00:00,5667
case_25,Cancelar Solicitud,2016-02-22 21:25:28.925266+00:00,2016-02-23 21:02:32.156035+00:00,8819
case_25,Notificacion estudiante cancelacion soli,2016-03-03 19:32:35.156035+00:00,2016-03-03 19:32:35.156035+00:00,1
case_26,Traer informacion estudiante - banner,2016-02-19 15:27:32.435904+00:00,2016-02-19 15:27:32.435904+00:00,8786
case_26,Radicar Solicitud Homologacion,2016-02-19 15:27:33.435904+00:00,2016-02-19 15:32:00.806274+00:00,10296
case_26,Validar solicitud,2016-02-25 01:19:48.472941+00:00,2016-02-25 01:37:46.743774+00:00,659
case_26,Homologacion por grupo de cursos,2016-02-26 16:50:25.743774+00:00,2016-02-26 23:39:37.730075+00:00,1343
case_27,Traer informacion estudiante - banner,2016-02-19 19:06:40.820519+00:00,2016-02-19 19:06:40.820519+00:00,8248
case_27,Radicar Solicitud Homologacion,2016-02-19 19:06:41.820519+00:00,2016-02-19 19:11:07.825782+00:00,10296
case_27,Validar solicitud,2016-02-24 20:45:25.492449+00:00,2016-02-25 01:03:10.086508+00:00,241
case_27,Homologacion por grupo de cursos,2016-02-25 13:06:37.129986+00:00,2016-02-25 14:55:49.116287+00:00,1007
case_28,Traer informacion estudiante - banner,2016-02-19 22:00:12.963376+00:00,2016-02-19 22:00:12.963376+00:00,26298
case_28,Radicar Solicitud Homologacion,2016-02-19 22:00:17.963376+00:00,2016-02-19 22:04:42.575941+00:00,5573
case_28,Cancelar Solicitud,2016-02-21 21:11:05.458294+00:00,2016-02-21 21:47:40.546902+00:00,677
case_28,Notificacion estudiante cancelacion soli,2016-02-23 21:26:07.880235+00:00,2016-02-23 21:26:07.880235+00:00,7297
case_29,Traer informacion estudiante - banner,2016-02-19 23:54:37.830043+00:00,2016-02-19 23:54:37.830043+00:00,23530
case_29,Radicar Solicitud Homologacion,2016-02-19 23:54:38.830043+00:00,2016-02-19 23:59:02.064418+00:00,4765
case_29,Validar solicitud,2016-02-20 17:13:19.194853+00:00,2016-02-20 17:31:09.596814+00:00,1707
case_29,Homologacion por grupo de cursos,2016-02-24 22:08:53.366045+00:00,2016-02-25 00:58:05.352346+00:00,15930
case_30,Traer informacion estudiante - banner,2016-02-20 02:46:24.642543+00:00,2016-02-20 02:46:24.642543+00:00,23530
case_30,Radicar Solicitud Homologacion,2016-02-20 02:46:25.642543+00:00,2016-02-20 02:50:47.513009+00:00,8786
case_30,Cancelar Solicitud,2016-02-22 12:52:29.113009+00:00,2016-02-23 18:28:59.619033+00:00,7080
case_30,Notificacion estudiante cancelacion soli,2016-02-23 21:06:47.476176+00:00,2016-02-23 21:06:47.476176+00:00,22475
case_31,Traer informacion estudiante - banner,2016-02-21 02:03:48.017543+00:00,2016-02-21 02:03:48.017543+00:00,8536
case_31,Radicar Solicitud Homologacion,2016-02-21 02:03:53.017543+00:00,2016-02-21 02:08:13.538162+00:00,5573
case_31,Validar solicitud,2016-02-23 19:13:30.668597+00:00,2016-02-23 19:32:37.159338+00:00,1707
case_31,Cancelar Solicitud,2016-02-24 17:07:41.826005+00:00,2016-02-24 17:44:12.332029+00:00,18929
case_31,Notificacion estudiante cancelacion soli,2016-02-25 21:45:29.998696+00:00,2016-02-25 21:45:29.998696+00:00,241
case_32,Validar solicitud,2016-02-21 22:47:17.573099+00:00,2016-02-22 14:19:24.063840+00:00,677
case_32,Traer informacion estudiante - banner,2016-02-22 14:19:25.063840+00:00,2016-02-22 14:19:25.063840+00:00,8786
case_32,Radicar Solicitud Homologacion,2016-02-22 14:19:30.063840+00:00,2016-02-22 14:23:47.926085+00:00,5573
case_32,Homologacion por grupo de cursos,2016-02-23 01:07:14.969563+00:00,2016-02-23 15:56:10.996590+00:00,1007
