Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Traer informacion estudiante - banner,2016-02-16 18:26:08+00:00,2016-02-16 18:26:08+00:00,8997
case_1,Radicar Solicitud Homologacion,2016-02-18 23:00:09+00:00,2016-02-18 23:04:49.370861+00:00,3421
case_1,Cancelar Solicitud,2016-02-18 23:04:49.370861+00:00,2016-02-23 18:42:20.586246+00:00,7080
case_1,Notificacion estudiante cancelacion soli,2016-02-24 17:48:56.561246+00:00,2016-02-24 17:48:56.561246+00:00,19019
case_2,Traer informacion estudiante - banner,2016-02-16 19:40:28.629139+00:00,2016-02-16 19:40:28.629139+00:00,11353
case_2,Radicar Solicitud Homologacion,2016-02-16 21:00:29.629139+00:00,2016-02-16 21:05:08.208086+00:00,6469
case_2,Validar solicitud,2016-02-16 21:05:08.208086+00:00,2016-02-23 18:18:43.284035+00:00,7080
case_2,Homologacion por grupo de cursos,2016-02-23 18:18:43.284035+00:00,2016-03-07 12:33:04.521323+00:00,6971
case_3,Traer informacion estudiante - banner,2016-02-16 20:55:08.240981+00:00,2016-02-16 20:55:08.240981+00:00,26147
case_3,Radicar Solicitud Homologacion,2016-02-17 10:00:11.490981+00:00,2016-02-17 10:04:48.841299+00:00,8177
case_3,Validar solicitud,2016-02-18 15:01:21.174632+00:00,2016-02-18 15:19:56.250581+00:00,6694
case_3,Homologacion por grupo de cursos,2016-02-18 17:06:18.662346+00:00,2016-02-19 23:38:39.899634+00:00,1007
case_4,Traer informacion estudiante - banner,2016-02-16 22:08:08.311045+00:00,2016-02-16 22:08:08.311045+00:00,5571
case_4,Radicar Solicitud Homologacion,2016-02-19 19:00:09.311045+00:00,2016-02-19 19:04:43.172680+00:00,1910
case_4,Validar solicitud,2016-02-21 15:41:26.962154+00:00,2016-02-21 15:59:44.431290+00:00,1707
case_4,Homologacion por grupo de cursos,2016-02-21 15:59:44.431290+00:00,2016-02-27 02:33:05.668578+00:00,4560
case_5,Traer informacion estudiante - banner,2016-02-16 23:20:25.688403+00:00,2016-02-16 23:20:25.688403+00:00,7490
case_5,Radicar Solicitud Homologacion,2016-02-19 16:00:28.355070+00:00,2016-02-19 16:05:00.711320+00:00,9336
case_5,Homologacion por grupo de cursos,2016-02-21 15:36:44.500794+00:00,2016-02-23 19:09:05.738082+00:00,1707
case_6,Traer informacion estudiante - banner,2016-02-17 00:41:40.563403+00:00,2016-02-17 00:41:40.563403+00:00,3409
case_6,Radicar Solicitud Homologacion,2016-02-22 15:00:41.563403+00:00,2016-02-22 15:05:23.787005+00:00,3729
case_6,Validar solicitud,2016-02-23 11:22:29.564783+00:00,2016-02-23 11:40:43.215385+00:00,669
case_6,Cancelar Solicitud,2016-02-23 21:25:45.965385+00:00,2016-02-29 21:06:46.547475+00:00,8819
case_6,Notificacion estudiante cancelacion soli,2016-03-01 16:13:22.522475+00:00,2016-03-01 16:13:22.522475+00:00,19019
case_7,Traer informacion estudiante - banner,2016-02-17 10:34:23.118959+00:00,2016-02-17 10:34:23.118959+00:00,5292
case_7,Radicar Solicitud Homologacion,2016-02-17 10:34:29.118959+00:00,2016-02-17 10:39:08.088284+00:00,305
case_7,Homologacion por grupo de cursos,2016-02-17 22:37:47.421617+00:00,2016-02-19 16:17:49.721617+00:00,1343
case_8,Traer informacion estudiante - banner,2016-02-17 15:19:37.518959+00:00,2016-02-17 15:19:37.518959+00:00,2804
case_8,Radicar Solicitud Homologacion,2016-02-17 15:22:34.268959+00:00,2016-02-17 15:27:33.461730+00:00,11041
case_8,Cancelar Solicitud,2016-02-18 21:10:12.861730+00:00,2016-02-18 21:50:58.111730+00:00,677
case_8,Notificacion estudiante cancelacion soli,2016-02-20 03:03:55.861730+00:00,2016-02-20 03:03:55.861730+00:00,22475
case_9,Traer informacion estudiante - banner,2016-02-17 17:00:19.337141+00:00,2016-02-17 17:00:19.337141+00:00,24519
case_9,Radicar Solicitud Homologacion,2016-02-21 23:00:21.003808+00:00,2016-02-21 23:05:18.704407+00:00,9298
case_9,Cancelar Solicitud,2016-02-23 18:49:37.704407+00:00,2016-02-23 19:30:22.954407+00:00,7080
case_9,Notificacion estudiante cancelacion soli,2016-02-25 00:19:54.954407+00:00,2016-02-25 00:19:54.954407+00:00,8916
case_10,Traer informacion estudiante - banner,2016-02-17 19:42:13.337141+00:00,2016-02-17 19:42:13.337141+00:00,8528
case_10,Radicar Solicitud Homologacion,2016-02-22 09:00:21.337141+00:00,2016-02-22 09:05:17.265712+00:00,8995
case_10,Validar solicitud,2016-02-25 15:00:49.599045+00:00,2016-02-25 15:19:25.289521+00:00,6694
case_10,Homologacion por grupo de cursos,2016-02-25 15:19:25.289521+00:00,2016-02-27 02:40:48.586396+00:00,4560
case_11,Traer informacion estudiante - banner,2016-02-17 22:17:34.087141+00:00,2016-02-17 22:17:34.087141+00:00,7007
case_11,Radicar Solicitud Homologacion,2016-02-17 22:17:35.087141+00:00,2016-02-17 22:22:29.264656+00:00,8736
