Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,Traer informacion estudiante - banner,2016-02-16 18:26:08+00:00,2016-02-16 18:26:08+00:00,11204
case_1,Radicar Solicitud Homologacion,2016-02-17 01:00:08.666667+00:00,2016-02-17 01:04:49.037528+00:00,6987
case_1,Validar solicitud,2016-02-18 21:10:28.437528+00:00,2016-02-18 21:29:03.513477+00:00,677
case_1,Homologacion por grupo de cursos,2016-02-19 16:37:42.846810+00:00,2016-02-19 17:37:48.537719+00:00,1343
case_2,Traer informacion estudiante - banner,2016-02-16 19:40:28.629139+00:00,2016-02-16 19:40:28.629139+00:00,9298
case_2,Radicar Solicitud Homologacion,2016-02-18 00:20:00.629139+00:00,2016-02-18 00:24:39.208086+00:00,8916
case_2,Cancelar Solicitud,2016-02-18 20:07:22.008086+00:00,2016-02-18 20:48:22.590176+00:00,22475
case_2,Notificacion estudiante cancelacion soli,2016-02-19 19:22:28.367954+00:00,2016-02-19 19:22:28.367954+00:00,669
case_3,Traer informacion estudiante - banner,2016-02-16 20:55:08.240981+00:00,2016-02-16 20:55:08.240981+00:00,2150
case_3,Radicar Solicitud Homologacion,2016-02-21 17:00:15.240981+00:00,2016-02-21 17:04:52.591299+00:00,9519
case_3,Cancelar Solicitud,2016-02-22 09:07:28.566299+00:00,2016-02-22 09:48:29.148389+00:00,19019
case_3,Notificacion estudiante cancelacion soli,2016-02-25 15:10:08.548389+00:00,2016-02-25 15:10:08.548389+00:00,677
case_4,Traer informacion estudiante - banner,2016-02-16 22:08:08.311045+00:00,2016-02-16 22:08:08.311045+00:00,11204
case_4,Radicar Solicitud Homologacion,2016-02-18 23:00:09.311045+00:00,2016-02-18 23:04:43.172680+00:00,3421
case_4,Validar solicitud,2016-02-18 23:11:47.839347+00:00,2016-02-18 23:30:05.308483+00:00,18929
case_4,Cancelar Solicitud,2016-02-20 01:36:41.283483+00:00,2016-02-20 16:17:41.865573+00:00,19019
case_4,Notificacion estudiante cancelacion soli,2016-02-21 23:24:17.840573+00:00,2016-02-21 23:24:17.840573+00:00,19019
case_5,Traer informacion estudiante - banner,2016-02-16 23:20:25.688403+00:00,2016-02-16 23:20:25.688403+00:00,4867
case_5,Radicar Solicitud Homologacion,2016-02-18 02:00:26.688403+00:00,2016-02-18 02:04:59.044653+00:00,18289
case_5,Validar solicitud,2016-02-18 20:07:56.794653+00:00,2016-02-18 20:26:03.294653+00:00,22475
case_5,Homologacion por grupo de cursos,2016-02-18 20:26:03.294653+00:00,2016-02-29 12:32:24.531941+00:00,6971
case_6,Traer informacion estudiante - banner,2016-02-17 00:41:40.563403+00:00,2016-02-17 00:41:40.563403+00:00,5571
case_6,Radicar Solicitud Homologacion,2016-02-19 16:00:43.230070+00:00,2016-02-19 16:05:25.453672+00:00,9336
case_6,Validar solicitud,2016-02-20 16:05:32.453672+00:00,2016-02-20 16:23:46.104274+00:00,387
case_6,Homologacion por grupo de cursos,2016-02-20 17:15:18.354274+00:00,2016-02-23 23:55:20.654274+00:00,2541
case_7,Traer informacion estudiante - banner,2016-02-17 10:34:23.118959+00:00,2016-02-17 10:34:23.118959+00:00,9449
case_7,Radicar Solicitud Homologacion,2016-02-22 14:00:31.118959+00:00,2016-02-22 14:05:10.088284+00:00,8225
case_7,Validar solicitud,2016-02-23 15:11:46.063284+00:00,2016-02-23 15:29:59.713886+00:00,19019
case_7,Homologacion por grupo de cursos,2016-02-24 00:38:39.047219+00:00,2016-02-24 22:18:41.347219+00:00,1343
case_8,Traer informacion estudiante - banner,2016-02-17 15:19:37.518959+00:00,2016-02-17 15:19:37.518959+00:00,9433
case_8,Radicar Solicitud Homologacion,2016-02-17 15:22:34.268959+00:00,2016-02-17 15:27:33.461730+00:00,11041
case_8,Validar solicitud,2016-02-17 16:05:40.461730+00:00,2016-02-17 16:23:54.112332+00:00,387
case_8,Homologacion por grupo de cursos,2016-02-17 22:38:33.445665+00:00,2016-02-19 16:18:35.745665+00:00,1343
case_9,Traer informacion estudiante - banner,2016-02-17 17:00:19.337141+00:00,2016-02-17 17:00:19.337141+00:00,11583
case_9,Radicar Solicitud Homologacion,2016-02-19 16:00:22.003808+00:00,2016-02-19 16:05:19.704407+00:00,9336
case_9,Validar solicitud,2016-02-23 00:53:30.371074+00:00,2016-02-23 01:12:06.061550+00:00,49
case_9,Homologacion por grupo de cursos,2016-02-24 16:24:51.394883+00:00,2016-02-24 20:05:14.691758+00:00,22491
case_10,Traer informacion estudiante - banner,2016-02-17 19:42:13.337141+00:00,2016-02-17 19:42:13.337141+00:00,5571
case_10,Radicar Solicitud Homologacion,2016-02-22 09:00:21.337141+00:00,2016-02-22 09:05:17.265712+00:00,8995
case_10,Homologacion por grupo de cursos,2016-02-24 22:09:01.034943+00:00,2016-02-25 00:49:24.331818+00:00,15930
case_11,Traer informacion estudiante - banner,2016-02-17 22:17:34.087141+00:00,2016-02-17 22:17:34.087141+00:00,10168
case_11,Radicar Solicitud Homologacion,2016-02-17 22:17:39.087141+00:00,2016-02-17 22:22:33.264656+00:00,6004
case_11,Validar solicitud,2016-02-18 15:29:26.864656+00:00,2016-02-18 15:48:02.555132+00:00,1707
case_11,Homologacion por grupo de cursos,2016-02-19 16:20:19.555132+00:00,2016-02-26 16:00:42.852007+00:00,6990
case_12,Traer informacion estudiante - banner,2016-02-17 23:44:00.087141+00:00,2016-02-17 23:44:00.087141+00:00,5667
case_12,Radicar Solicitud Homologacion,2016-02-17 23:44:01.087141+00:00,2016-02-17 23:48:53.534200+00:00,10168
case_12,Validar solicitud,2016-02-18 21:10:32.934200+00:00,2016-02-18 21:28:28.820564+00:00,677
case_12,Homologacion por grupo de cursos,2016-02-19 00:29:22.420564+00:00,2016-02-19 19:09:45.717439+00:00,1707
case_13,Traer informacion estudiante - banner,2016-02-18 02:06:26.487141+00:00,2016-02-18 02:06:26.487141+00:00,7007
case_13,Radicar Solicitud Homologacion,2016-02-18 02:06:30.737141+00:00,2016-02-18 02:11:18.268933+00:00,5667
case_13,Cancelar Solicitud,2016-02-18 18:29:11.868933+00:00,2016-02-18 19:09:38.926904+00:00,1707
case_13,Notificacion estudiante cancelacion soli,2016-02-22 21:25:41.676904+00:00,2016-02-22 21:25:41.676904+00:00,8819
case_14,Traer informacion estudiante - banner,2016-02-18 03:22:59.305323+00:00,2016-02-18 03:22:59.305323+00:00,5667
case_14,Radicar Solicitud Homologacion,2016-02-18 03:23:03.555323+00:00,2016-02-18 03:27:47.812466+00:00,5667
case_14,Validar solicitud,2016-02-18 15:07:52.479133+00:00,2016-02-18 15:25:48.365497+00:00,18929
case_14,Homologacion por grupo de cursos,2016-02-18 15:25:48.365497+00:00,2016-02-20 02:41:11.662372+00:00,4560
case_15,Traer informacion estudiante - banner,2016-02-18 06:36:47.221990+00:00,2016-02-18 06:36:47.221990+00:00,22795
case_15,Radicar Solicitud Homologacion,2016-02-18 06:36:48.221990+00:00,2016-02-18 06:41:31.920854+00:00,8248
case_15,Cancelar Solicitud,2016-02-18 18:29:25.520854+00:00,2016-02-18 19:09:34.877997+00:00,1707
case_15,Notificacion estudiante cancelacion soli,2016-02-20 01:07:10.852997+00:00,2016-02-20 01:07:10.852997+00:00,19019
case_16,Traer informacion estudiante - banner,2016-02-18 14:48:42.991221+00:00,2016-02-18 14:48:42.991221+00:00,26147
case_16,Radicar Solicitud Homologacion,2016-02-20 03:00:47.324554+00:00,2016-02-20 03:05:29.471447+00:00,6639
case_16,Validar solicitud,2016-02-20 03:38:49.471447+00:00,2016-02-20 03:56:45.357811+00:00,7019
case_16,Cancelar Solicitud,2016-02-22 14:33:04.607811+00:00,2016-02-26 19:12:43.326121+00:00,8213
case_16,Notificacion estudiante cancelacion soli,2016-02-28 14:07:19.301121+00:00,2016-02-28 14:07:19.301121+00:00,19019
case_17,Traer informacion estudiante - banner,2016-02-18 15:56:18.776935+00:00,2016-02-18 15:56:18.776935+00:00,7007
case_17,Radicar Solicitud Homologacion,2016-02-18 15:56:23.026935+00:00,2016-02-18 16:01:02.088388+00:00,5667
case_17,Validar solicitud,2016-02-18 16:01:02.088388+00:00,2016-02-25 04:17:57.974752+00:00,5802
case_17,Homologacion por grupo de cursos,2016-02-29 20:09:41.743983+00:00,2016-03-02 17:50:05.040858+00:00,15930
case_18,Traer informacion estudiante - banner,2016-02-18 17:59:49.376935+00:00,2016-02-18 17:59:49.376935+00:00,26147
case_18,Radicar Solicitud Homologacion,2016-02-18 17:59:50.376935+00:00,2016-02-18 18:04:26.498482+00:00,7007
case_18,Validar solicitud,2016-02-20 16:05:20.575405+00:00,2016-02-20 16:23:16.461769+00:00,387
case_18,Homologacion por grupo de cursos,2016-02-22 13:05:38.873534+00:00,2016-02-22 21:46:02.170409+00:00,1007
case_19,Traer informacion estudiante - banner,2016-02-18 20:59:46.689435+00:00,2016-02-18 20:59:46.689435+00:00,22795
case_19,Radicar Solicitud Homologacion,2016-02-18 20:59:47.689435+00:00,2016-02-18 21:04:22.436688+00:00,10296
case_19,Cancelar Solicitud,2016-02-19 19:32:41.686688+00:00,2016-02-19 20:11:07.846688+00:00,8213
case_19,Notificacion estudiante cancelacion soli,2016-02-21 15:05:04.046688+00:00,2016-02-21 15:05:04.046688+00:00,8528
case_20,Traer informacion estudiante - banner,2016-02-18 22:00:41.277670+00:00,2016-02-18 22:00:41.277670+00:00,26147
case_20,Radicar Solicitud Homologacion,2016-02-18 22:00:47.277670+00:00,2016-02-18 22:05:20.550894+00:00,305
case_20,Validar solicitud,2016-02-19 00:34:14.150894+00:00,2016-02-19 00:52:02.662005+00:00,1707
case_20,Homologacion por grupo de cursos,2016-02-20 01:20:56.262005+00:00,2016-02-22 14:01:19.558880+00:00,1707
case_21,Traer informacion estudiante - banner,2016-02-18 22:57:03.382933+00:00,2016-02-18 22:57:03.382933+00:00,3296
case_21,Radicar Solicitud Homologacion,2016-02-18 23:03:19.716266+00:00,2016-02-18 23:07:51.607570+00:00,22795
case_21,Cancelar Solicitud,2016-02-20 01:14:27.582570+00:00,2016-02-20 01:52:25.293096+00:00,19019
case_21,Notificacion estudiante cancelacion soli,2016-02-21 22:59:01.268096+00:00,2016-02-21 22:59:01.268096+00:00,19019
case_22,Traer informacion estudiante - banner,2016-02-18 23:53:05.982933+00:00,2016-02-18 23:53:05.982933+00:00,10296
case_22,Radicar Solicitud Homologacion,2016-02-18 23:53:06.982933+00:00,2016-02-18 23:57:37.404555+00:00,4765
case_22,Validar solicitud,2016-02-20 16:05:31.481478+00:00,2016-02-20 16:23:08.655391+00:00,387
case_22,Homologacion por grupo de cursos,2016-02-22 13:49:47.655391+00:00,2016-02-24 01:30:10.952266+00:00,1343
case_23,Traer informacion estudiante - banner,2016-02-19 00:49:29.374237+00:00,2016-02-19 00:49:29.374237+00:00,8248
case_23,Radicar Solicitud Homologacion,2016-02-19 00:49:31.374237+00:00,2016-02-19 00:54:00.341979+00:00,9886
case_23,Validar solicitud,2016-02-21 16:00:32.675312+00:00,2016-02-21 16:18:50.793592+00:00,6694
case_23,Cancelar Solicitud,2016-02-23 18:39:25.682481+00:00,2016-02-23 19:16:53.812351+00:00,7080
case_23,Notificacion estudiante cancelacion soli,2016-02-24 21:07:29.787351+00:00,2016-02-24 21:07:29.787351+00:00,19019
case_24,Traer informacion estudiante - banner,2016-02-19 01:53:33.165904+00:00,2016-02-19 01:53:33.165904+00:00,4765
case_24,Radicar Solicitud Homologacion,2016-02-19 01:53:35.165904+00:00,2016-02-19 01:58:02.770182+00:00,9886
case_24,Validar solicitud,2016-02-19 23:09:42.170182+00:00,2016-02-19 23:28:00.288462+00:00,677
case_24,Homologacion por grupo de cursos,2016-02-22 16:03:56.955129+00:00,2016-02-26 12:39:06.097986+00:00,3445
case_25,Traer informacion estudiante - banner,2016-02-19 11:57:55.685904+00:00,2016-02-19 11:57:55.685904+00:00,10296
case_25,Radicar Solicitud Homologacion,2016-02-19 11:57:56.685904+00:00,2016-02-19 12:02:22.925266+00:00,4765
case_25,Validar solicitud,2016-02-20 16:06:58.900266+00:00,2016-02-20 16:24:57.171099+00:00,19019
case_25,Homologacion por grupo de cursos,2016-02-22 16:04:53.837766+00:00,2016-02-26 12:40:02.980623+00:00,3445
case_26,Traer informacion estudiante - banner,2016-02-19 15:27:32.435904+00:00,2016-02-19 15:27:32.435904+00:00,10296
case_26,Radicar Solicitud Homologacion,2016-02-19 15:27:34.435904+00:00,2016-02-19 15:32:01.806274+00:00,3296
case_26,Homologacion por grupo de cursos,2016-02-20 07:06:28.849752+00:00,2016-02-22 12:55:40.836053+00:00,1007
case_27,Traer informacion estudiante - banner,2016-02-19 19:06:40.820519+00:00,2016-02-19 19:06:40.820519+00:00,26298
case_27,Radicar Solicitud Homologacion,2016-02-19 21:00:44.570519+00:00,2016-02-19 21:05:10.575782+00:00,9336
case_27,Cancelar Solicitud,2016-02-21 14:06:46.550782+00:00,2016-02-21 14:43:21.639390+00:00,19019
case_27,Notificacion estudiante cancelacion soli,2016-02-22 20:06:09.496533+00:00,2016-02-22 20:06:09.496533+00:00,22475
case_28,Validar solicitud,2016-02-19 22:00:12.963376+00:00,2016-02-19 23:17:57.557435+00:00,22475
case_28,Traer informacion estudiante - banner,2016-02-19 23:18:01.307435+00:00,2016-02-19 23:18:01.307435+00:00,9336
case_28,Radicar Solicitud Homologacion,2016-02-19 23:18:02.307435+00:00,2016-02-19 23:22:26.920000+00:00,26298
case_28,Homologacion por grupo de cursos,2016-02-22 13:12:05.920000+00:00,2016-02-24 01:01:17.906301+00:00,1343
case_29,Traer informacion estudiante - banner,2016-02-19 23:54:37.830043+00:00,2016-02-19 23:54:37.830043+00:00,9336
case_29,Radicar Solicitud Homologacion,2016-02-19 23:54:41.580043+00:00,2016-02-19 23:59:04.814418+00:00,9336
case_29,Validar solicitud,2016-02-20 17:13:21.944853+00:00,2016-02-20 17:31:12.346814+00:00,1707
case_29,Homologacion por grupo de cursos,2016-02-22 13:06:39.390292+00:00,2016-02-22 21:55:51.376593+00:00,1007
