Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,W_Completeren aanvraag,2011-10-18 10:15:40.415000+00:00,2011-10-18 19:07:53.511755+00:00,11119.0
case_1,W_Nabellen offertes,2011-10-18 21:47:40.222357+00:00,2011-10-18 21:51:06.067576+00:00,10982.0
case_1,W_Nabellen offertes,2011-10-19 10:53:27.834602+00:00,2011-10-19 10:56:53.679821+00:00,11189.0
case_1,W_Nabellen offertes,2011-10-19 22:18:17.962429+00:00,2011-10-19 22:21:43.807648+00:00,NOT SET
case_1,W_Nabellen offertes,2011-10-20 21:43:08.090256+00:00,2011-10-20 21:46:33.935475+00:00,NOT SET
case_1,W_Valideren aanvraag,2011-10-24 15:37:49.514109+00:00,2011-10-24 15:52:57.192583+00:00,10899.0
case_1,W_Valideren aanvraag,2011-10-25 15:02:21.713240+00:00,2011-10-25 15:17:29.391714+00:00,10609.0
case_1,W_Valideren aanvraag,2011-10-27 09:26:53.912371+00:00,2011-10-27 09:42:01.590845+00:00,10609.0
case_2,W_Completeren aanvraag,2011-10-18 10:36:08.247853+00:00,2011-10-18 10:43:21.763514+00:00,10809.0
case_2,W_Completeren aanvraag,2011-10-18 20:14:05.423302+00:00,2011-10-18 20:21:18.938963+00:00,11181.0
case_2,W_Completeren aanvraag,2011-10-19 11:01:05.649565+00:00,2011-10-19 11:08:19.165226+00:00,10982.0
case_2,W_Nabellen offertes,2011-10-19 22:29:43.447834+00:00,2011-10-19 22:33:09.293053+00:00,NOT SET
case_2,W_Nabellen offertes,2011-10-24 20:07:16.579008+00:00,2011-10-24 20:10:42.424227+00:00,11119.0
case_2,W_Nabellen offertes,2011-10-24 22:14:33.759365+00:00,2011-10-24 22:17:59.604584+00:00,11180.0
case_2,W_Nabellen offertes,2011-10-25 11:14:45.739569+00:00,2011-10-25 11:18:11.584788+00:00,11179.0
case_2,W_Valideren aanvraag,2011-10-28 13:37:27.163422+00:00,2011-10-28 13:52:34.841896+00:00,10899.0
case_3,W_Afhandelen leads,2011-10-18 10:56:31.298800+00:00,2011-10-18 11:01:04.057113+00:00,NOT SET
case_3,W_Completeren aanvraag,2011-10-19 12:22:28.339721+00:00,2011-10-19 12:29:41.510316+00:00,NOT SET
case_3,W_Completeren aanvraag,2011-10-19 13:23:03.277342+00:00,2011-10-19 13:30:16.447937+00:00,11189.0
case_3,W_Completeren aanvraag,2011-10-24 14:47:30.366794+00:00,2011-10-24 14:54:43.537389+00:00,10863.0
case_3,W_Completeren aanvraag,2011-10-24 19:14:27.197177+00:00,2011-10-24 19:21:40.367772+00:00,11181.0
case_3,W_Completeren aanvraag,2011-10-28 12:41:34.111452+00:00,2011-10-28 12:48:47.282047+00:00,11019.0
case_3,W_Completeren aanvraag,2011-10-29 13:10:11.564655+00:00,2011-10-29 13:17:24.735250+00:00,NOT SET
case_4,W_Completeren aanvraag,2011-10-18 11:16:52.852482+00:00,2011-10-19 09:08:05.782290+00:00,11180.0
case_4,W_Completeren aanvraag,2011-10-19 18:32:49.504601+00:00,2011-10-19 18:40:02.434409+00:00,11122.0
case_4,W_Completeren aanvraag,2011-10-21 20:38:25.843144+00:00,2011-10-21 20:45:38.772952+00:00,10912.0
case_4,W_Completeren aanvraag,2011-10-25 20:34:46.058907+00:00,2011-10-25 20:41:58.988715+00:00,11119.0
case_4,W_Completeren aanvraag,2011-10-26 10:54:20.755741+00:00,2011-10-26 11:01:33.685549+00:00,11189.0
case_4,W_Completeren aanvraag,2011-10-26 15:14:19.820534+00:00,2011-10-26 15:21:32.750342+00:00,11179.0
case_4,W_Completeren aanvraag,2011-10-28 18:15:40.097871+00:00,2011-10-28 18:22:53.027679+00:00,11121.0
case_4,W_Completeren aanvraag,2011-10-31 10:32:20.362331+00:00,2011-10-31 10:39:33.292139+00:00,10889.0
case_4,W_Completeren aanvraag,2011-10-31 19:14:16.951927+00:00,2011-10-31 19:21:29.881735+00:00,11181.0
case_4,W_Completeren aanvraag,2011-10-31 19:52:57.216387+00:00,2011-10-31 20:00:10.146195+00:00,10889.0
case_5,W_Afhandelen leads,2011-10-18 11:37:11.902141+00:00,2011-10-18 11:41:45.105622+00:00,10881.0
case_5,W_Completeren aanvraag,2011-10-19 19:26:07.399979+00:00,2011-10-19 19:33:21.333129+00:00,11002.0
case_5,W_Completeren aanvraag,2011-10-19 20:47:04.992917+00:00,2011-10-19 20:54:18.926067+00:00,11181.0
case_6,W_Completeren aanvraag,2011-10-18 11:57:30.102205+00:00,2011-10-18 18:07:44.152496+00:00,11121.0
case_6,W_Nabellen offertes,2011-10-19 22:34:51.438451+00:00,2011-10-19 22:38:15.030319+00:00,11119.0
case_6,W_Nabellen offertes,2011-10-21 09:14:31.610797+00:00,2011-10-21 09:17:55.202665+00:00,NOT SET
case_6,W_Nabellen offertes,2011-10-21 20:54:11.783143+00:00,2011-10-21 20:57:35.375011+00:00,NOT SET
case_6,W_Valideren aanvraag,2011-10-24 18:23:06.258857+00:00,2011-10-24 18:38:20.405658+00:00,10972.0
case_6,W_Valideren aanvraag,2011-10-26 13:26:22.951148+00:00,2011-10-26 13:41:37.097949+00:00,10138.0
case_6,W_Valideren aanvraag,2011-10-27 14:21:08.158841+00:00,2011-10-27 14:36:22.305642+00:00,10609.0
case_7,W_Completeren aanvraag,2011-10-18 12:17:47.539878+00:00,2011-10-18 12:25:01.590169+00:00,NOT SET
case_7,W_Completeren aanvraag,2011-10-19 14:05:52.684123+00:00,2011-10-19 14:13:06.734414+00:00,NOT SET
case_7,W_Completeren aanvraag,2011-10-20 14:20:37.795306+00:00,2011-10-20 14:27:51.845597+00:00,10609.0
case_7,W_Completeren aanvraag,2011-10-20 16:42:11.287015+00:00,2011-10-20 16:49:25.337306+00:00,11169.0
case_7,W_Nabellen offertes,2011-10-21 19:14:08.997094+00:00,2011-10-21 19:17:32.380539+00:00,11181.0
case_7,W_Nabellen offertes,2011-10-24 10:58:23.474493+00:00,2011-10-24 11:01:46.857938+00:00,NOT SET
case_7,W_Valideren aanvraag,2011-10-24 12:23:08.334138+00:00,2011-10-24 12:38:22.480939+00:00,10809.0
case_7,W_Nabellen incomplete dossiers,2011-10-25 11:19:13.574893+00:00,2011-10-25 11:24:26.833296+00:00,NOT SET
case_7,W_Nabellen incomplete dossiers,2011-10-27 10:24:17.718649+00:00,2011-10-27 10:29:30.977052+00:00,11049.0
case_7,W_Nabellen incomplete dossiers,2011-10-28 12:41:24.720732+00:00,2011-10-28 12:46:37.979135+00:00,11019.0
case_7,W_Nabellen incomplete dossiers,2011-10-29 13:27:29.073089+00:00,2011-10-29 13:32:42.331492+00:00,NOT SET
case_7,W_Nabellen incomplete dossiers,2011-10-31 16:13:33.425446+00:00,2011-10-31 16:18:46.683849+00:00,NOT SET
case_8,W_Completeren aanvraag,2011-10-18 12:38:03.555489+00:00,2011-10-18 19:07:16.986106+00:00,11181.0
case_8,W_Completeren aanvraag,2011-10-22 11:43:20.216066+00:00,2011-10-22 11:50:33.646683+00:00,NOT SET
case_8,W_Nabellen offertes,2011-10-26 18:33:36.876643+00:00,2011-10-26 18:36:57.655866+00:00,NOT SET
case_8,W_Valideren aanvraag,2011-10-28 10:27:00.201356+00:00,2011-10-28 10:42:04.548263+00:00,10138.0
case_8,W_Nabellen incomplete dossiers,2011-11-01 16:25:07.778223+00:00,2011-11-01 16:30:20.131494+00:00,NOT SET
case_8,W_Nabellen incomplete dossiers,2011-11-05 11:50:57.524965+00:00,2011-11-05 11:56:09.878236+00:00,11000.0
case_8,W_Nabellen incomplete dossiers,2011-11-07 12:20:10.419258+00:00,2011-11-07 12:25:22.772529+00:00,10809.0
case_8,W_Nabellen incomplete dossiers,2011-11-07 20:05:09.483131+00:00,2011-11-07 20:10:21.836402+00:00,10982.0
case_8,W_Nabellen incomplete dossiers,2011-11-11 19:48:41.969779+00:00,2011-11-11 19:53:54.323050+00:00,10913.0
case_8,W_Valideren aanvraag,2011-11-14 12:20:54.864072+00:00,2011-11-14 12:35:59.210979+00:00,10809.0
case_8,W_Nabellen incomplete dossiers,2011-11-14 14:48:13.129836+00:00,2011-11-14 14:53:25.483107+00:00,10863.0
case_8,W_Nabellen incomplete dossiers,2011-11-18 12:41:19.226787+00:00,2011-11-18 12:46:31.580058+00:00,11019.0
case_8,W_Nabellen incomplete dossiers,2011-11-22 11:01:51.027455+00:00,2011-11-22 11:07:03.380726+00:00,11049.0
case_8,W_Nabellen incomplete dossiers,2011-11-25 20:38:26.789461+00:00,2011-11-25 20:43:39.142732+00:00,10912.0
case_8,W_Nabellen incomplete dossiers,2011-11-29 20:34:46.428687+00:00,2011-11-29 20:39:58.781958+00:00,11119.0
case_8,W_Nabellen incomplete dossiers,2011-12-05 14:27:12.700815+00:00,2011-12-05 14:32:25.054086+00:00,10863.0
