Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,W_Completeren aanvraag,2011-10-18 10:15:40.415000+00:00,2011-10-19 09:07:53.511755+00:00,11180.0
case_1,W_Completeren aanvraag,2011-10-19 15:14:39.646740+00:00,2011-10-19 15:21:52.743495+00:00,11179.0
case_1,W_Nabellen offertes,2011-10-19 17:47:04.669797+00:00,2011-10-19 17:50:30.515016+00:00,10881.0
case_1,W_Nabellen offertes,2011-10-20 16:11:54.797624+00:00,2011-10-20 16:15:20.642843+00:00,NOT SET
case_1,W_Valideren aanvraag,2011-10-21 17:31:24.102246+00:00,2011-10-21 17:46:31.780720+00:00,10629.0
case_1,W_Nabellen incomplete dossiers,2011-10-24 12:14:16.627187+00:00,2011-10-24 12:19:29.874949+00:00,11009.0
case_1,W_Valideren aanvraag,2011-10-25 15:35:33.334352+00:00,2011-10-25 15:50:41.012826+00:00,10629.0
case_2,W_Completeren aanvraag,2011-10-18 10:36:08.247853+00:00,2011-10-18 14:07:21.763514+00:00,11001.0
case_2,W_Completeren aanvraag,2011-10-18 19:40:08.474116+00:00,2011-10-18 19:47:21.989777+00:00,10982.0
case_2,W_Nabellen offertes,2011-10-19 20:21:46.272385+00:00,2011-10-19 20:25:12.117604+00:00,NOT SET
case_2,W_Valideren aanvraag,2011-10-21 14:16:15.577007+00:00,2011-10-21 14:31:23.255481+00:00,10629.0
case_3,W_Afhandelen leads,2011-10-18 10:56:31.298800+00:00,2011-10-20 21:05:04.057113+00:00,10913.0
case_3,W_Completeren aanvraag,2011-10-21 13:06:39.167355+00:00,2011-10-21 13:13:52.337950+00:00,11201.0
case_3,W_Completeren aanvraag,2011-10-21 15:29:45.646771+00:00,2011-10-21 15:36:58.817366+00:00,11169.0
case_3,W_Completeren aanvraag,2011-10-24 18:32:22.227366+00:00,2011-10-24 18:39:35.397961+00:00,10933.0
case_3,W_Completeren aanvraag,2011-10-25 17:00:59.680569+00:00,2011-10-25 17:08:12.851164+00:00,NOT SET
case_3,W_Completeren aanvraag,2011-10-28 20:48:32.984541+00:00,2011-10-28 20:55:46.155136+00:00,10913.0
case_3,W_Completeren aanvraag,2011-10-29 16:51:23.548607+00:00,2011-10-29 16:58:36.719202+00:00,11000.0
case_3,W_Completeren aanvraag,2011-10-31 20:33:20.441513+00:00,2011-10-31 20:40:33.612108+00:00,11122.0
case_3,W_Nabellen offertes,2011-11-03 13:38:00.419425+00:00,2011-11-03 13:41:26.137868+00:00,10909.0
case_3,W_Nabellen offertes,2011-11-04 13:02:50.420476+00:00,2011-11-04 13:06:16.138919+00:00,NOT SET
case_3,W_Valideren aanvraag,2011-11-04 21:16:19.598322+00:00,2011-11-04 21:31:27.276796+00:00,10629.0
case_3,W_Nabellen incomplete dossiers,2011-11-07 12:52:51.559404+00:00,2011-11-07 12:58:04.807166+00:00,NOT SET
case_3,W_Nabellen incomplete dossiers,2011-11-08 11:19:29.089774+00:00,2011-11-08 11:24:42.337536+00:00,NOT SET
case_3,W_Nabellen incomplete dossiers,2011-11-09 11:28:27.184003+00:00,2011-11-09 11:33:40.431765+00:00,11009.0
case_3,W_Nabellen incomplete dossiers,2011-11-14 18:39:22.651678+00:00,2011-11-14 18:44:35.899440+00:00,10861.0
case_4,W_Afhandelen leads,2011-10-18 11:16:52.852482+00:00,2011-10-20 21:05:26.055963+00:00,10913.0
case_4,W_Completeren aanvraag,2011-10-21 18:15:33.403492+00:00,2011-10-21 18:22:46.333300+00:00,11121.0
case_4,W_Completeren aanvraag,2011-10-24 09:44:10.615908+00:00,2011-10-24 09:51:23.545716+00:00,NOT SET
