Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,W_Completeren aanvraag,2011-10-18 10:15:40.415000+00:00,2011-10-18 18:07:53.511755+00:00,11121.0
case_1,W_Completeren aanvraag,2011-10-19 11:28:38.358222+00:00,2011-10-19 11:35:51.454977+00:00,11009.0
case_1,W_Nabellen offertes,2011-10-24 14:48:05.373834+00:00,2011-10-24 14:51:31.219053+00:00,10863.0
case_1,W_Nabellen offertes,2011-10-27 13:37:58.026370+00:00,2011-10-27 13:41:23.871589+00:00,10909.0
case_1,W_Nabellen offertes,2011-10-28 11:01:58.981831+00:00,2011-10-28 11:05:24.827050+00:00,11201.0
case_1,W_Nabellen offertes,2011-10-29 11:26:49.109658+00:00,2011-10-29 11:30:14.954877+00:00,NOT SET
case_1,W_Valideren aanvraag,2011-11-01 10:16:18.414280+00:00,2011-11-01 10:31:26.092754+00:00,10629.0
case_1,W_Nabellen incomplete dossiers,2011-11-02 11:28:10.939221+00:00,2011-11-02 11:33:24.186983+00:00,11009.0
case_1,W_Nabellen incomplete dossiers,2011-11-02 22:54:48.469591+00:00,2011-11-02 23:00:01.717353+00:00,NOT SET
case_1,W_Nabellen incomplete dossiers,2011-11-04 20:38:25.126088+00:00,2011-11-04 20:43:38.373850+00:00,10912.0
case_1,W_Nabellen incomplete dossiers,2011-11-07 20:33:22.096161+00:00,2011-11-07 20:38:35.343923+00:00,11122.0
case_1,W_Nabellen incomplete dossiers,2011-11-08 18:59:59.626531+00:00,2011-11-08 20:05:12.874293+00:00,NOT SET
case_1,W_Nabellen incomplete dossiers,2011-11-09 20:26:37.156901+00:00,2011-11-09 20:31:50.404663+00:00,NOT SET
case_1,W_Nabellen incomplete dossiers,2011-11-10 13:16:43.713484+00:00,2011-11-10 13:21:56.961246+00:00,11169.0
case_1,W_Nabellen incomplete dossiers,2011-11-12 12:26:19.255603+00:00,2011-11-12 12:31:32.503365+00:00,11002.0
case_1,W_Nabellen incomplete dossiers,2011-11-12 16:09:55.912100+00:00,2011-11-12 16:15:09.159862+00:00,10912.0
case_1,W_Nabellen incomplete dossiers,2011-11-14 12:27:54.006329+00:00,2011-11-14 12:33:07.254091+00:00,11009.0
