Case ID,Activity,Start Timestamp,Complete Timestamp,Resource
case_1,W_Afhandelen leads,2011-10-18 10:15:40.415000+00:00,2011-10-18 18:05:13.173313+00:00,11122.0
case_1,W_Afhandelen leads,2011-10-18 20:44:59.883915+00:00,2011-10-18 20:49:32.642228+00:00,10982.0
case_1,W_Completeren aanvraag,2011-10-19 10:53:54.409254+00:00,2011-10-19 11:01:07.506009+00:00,11189.0
case_1,W_Completeren aanvraag,2011-10-24 13:38:23.084643+00:00,2011-10-24 13:45:36.181398+00:00,10899.0
case_1,W_Completeren aanvraag,2011-10-24 15:49:27.516536+00:00,2011-10-24 15:56:40.613291+00:00,11180.0
case_1,W_Completeren aanvraag,2011-10-24 18:00:31.948429+00:00,2011-10-24 18:07:45.045184+00:00,11180.0
case_1,W_Completeren aanvraag,2011-10-25 16:29:09.327792+00:00,2011-10-25 16:36:22.424547+00:00,NOT SET
case_1,W_Nabellen offertes,2011-10-28 14:13:38.003181+00:00,2011-10-28 14:17:03.848400+00:00,10899.0
case_1,W_Nabellen offertes,2011-10-31 20:32:47.570711+00:00,2011-10-31 20:36:13.415930+00:00,11122.0
case_1,W_Nabellen offertes,2011-11-02 20:10:20.701885+00:00,2011-11-02 20:13:46.547104+00:00,11119.0
case_1,W_Nabellen offertes,2011-11-07 10:52:51.487685+00:00,2011-11-07 10:56:17.332904+00:00,11049.0
case_1,W_Nabellen offertes,2011-11-07 22:17:41.615512+00:00,2011-11-07 22:21:07.460731+00:00,NOT SET
case_1,W_Valideren aanvraag,2011-11-11 13:37:23.039365+00:00,2011-11-11 13:52:30.717839+00:00,10899.0
case_1,W_Nabellen incomplete dossiers,2011-11-12 14:13:55.000447+00:00,2011-11-12 14:19:08.248209+00:00,NOT SET
case_1,W_Nabellen incomplete dossiers,2011-11-14 12:27:53.094676+00:00,2011-11-14 12:33:06.342438+00:00,11009.0
case_1,W_Valideren aanvraag,2011-11-16 11:26:08.887928+00:00,2011-11-16 11:41:16.566402+00:00,10138.0
case_2,W_Afhandelen leads,2011-10-18 10:36:08.247853+00:00,2011-10-19 18:04:41.006166+00:00,10939.0
case_2,W_Completeren aanvraag,2011-10-19 18:59:29.935286+00:00,2011-10-19 19:06:43.450947+00:00,10939.0
case_2,W_Completeren aanvraag,2011-10-20 10:54:05.217973+00:00,2011-10-20 11:01:18.733634+00:00,11189.0
case_2,W_Nabellen offertes,2011-10-21 10:22:43.016242+00:00,2011-10-21 10:26:08.861461+00:00,NOT SET
case_2,W_Nabellen offertes,2011-10-21 21:47:33.144069+00:00,2011-10-21 21:50:58.989288+00:00,NOT SET
case_2,W_Nabellen offertes,2011-10-24 13:12:23.271896+00:00,2011-10-24 13:15:49.117115+00:00,NOT SET
case_2,W_Valideren aanvraag,2011-10-26 11:26:51.662605+00:00,2011-10-26 11:41:59.341079+00:00,10138.0
case_3,W_Completeren aanvraag,2011-10-18 10:56:31.298800+00:00,2011-10-19 10:07:44.469395+00:00,11189.0
case_3,W_Nabellen offertes,2011-10-19 21:29:08.752003+00:00,2011-10-19 21:32:34.470446+00:00,NOT SET
case_3,W_Nabellen offertes,2011-10-24 15:37:50.049080+00:00,2011-10-24 15:41:15.767523+00:00,10899.0
case_3,W_Valideren aanvraag,2011-10-26 10:57:19.226926+00:00,2011-10-26 11:12:26.905400+00:00,10629.0
case_3,W_Valideren aanvraag,2011-10-27 17:28:30.364803+00:00,2011-10-27 17:43:38.043277+00:00,10629.0
case_3,W_Valideren aanvraag,2011-10-31 15:26:40.588767+00:00,2011-10-31 15:41:48.267241+00:00,10138.0
case_3,W_Valideren aanvraag,2011-11-02 10:57:51.726644+00:00,2011-11-02 11:12:59.405118+00:00,10629.0
case_4,W_Completeren aanvraag,2011-10-18 11:16:52.852482+00:00,2011-10-18 11:24:05.782290+00:00,11169.0
case_4,W_Completeren aanvraag,2011-10-18 13:39:59.091111+00:00,2011-10-18 13:47:12.020919+00:00,11169.0
case_4,W_Nabellen offertes,2011-10-20 21:01:47.131161+00:00,2011-10-20 21:05:12.849604+00:00,11201.0
case_4,W_Nabellen offertes,2011-10-21 19:26:37.132212+00:00,2011-10-21 19:30:02.850655+00:00,NOT SET
case_4,W_Nabellen offertes,2011-10-21 20:43:46.510443+00:00,2011-10-21 20:47:12.228886+00:00,11181.0
case_4,W_Valideren aanvraag,2011-10-24 17:03:15.688289+00:00,2011-10-24 17:18:23.366763+00:00,10629.0
case_4,W_Valideren aanvraag,2011-10-25 10:20:36.218308+00:00,2011-10-25 10:35:43.896782+00:00,10809.0
case_4,W_Nabellen incomplete dossiers,2011-10-25 17:32:46.033657+00:00,2011-10-25 17:37:59.281419+00:00,11049.0
case_4,W_Nabellen incomplete dossiers,2011-10-29 11:51:36.674890+00:00,2011-10-29 11:56:49.922652+00:00,11000.0
case_4,W_Nabellen incomplete dossiers,2011-11-02 11:26:52.468142+00:00,2011-11-02 11:32:05.715904+00:00,10138.0
case_4,W_Valideren aanvraag,2011-11-03 13:41:30.236561+00:00,2011-11-03 13:56:37.915035+00:00,10609.0
case_5,W_Completeren aanvraag,2011-10-18 11:37:11.902141+00:00,2011-10-18 14:07:25.835291+00:00,10863.0
